Date : 2024/09/17 16:56:12
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 16
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1724.00	222.00	18.98	30.68	-13.55	0.05	0.60	0.73	
905.00	285.00	-16.06	27.89	-11.67	-0.35	-0.24	-0.52	
968.00	285.00	-13.23	27.84	-9.81	-0.20	-0.27	-0.34	
1031.00	285.00	-10.47	27.80	-8.14	-0.02	-0.30	-0.12	
1094.00	285.00	-7.81	27.83	-7.12	0.02	-0.30	-0.11	
1157.00	285.00	-5.18	27.82	-6.25	0.11	-0.21	0.18	
1220.00	285.00	-2.56	27.83	-4.45	0.07	-0.14	0.24	
1283.00	285.00	-0.00	27.85	-3.43	-0.13	0.02	0.14	
1346.00	285.00	2.55	27.85	-3.83	-0.05	0.27	0.65	
1409.00	285.00	5.11	27.86	-4.00	-0.01	0.47	0.96	
1472.00	285.00	7.68	27.88	-4.25	0.08	0.75	1.29	
1535.00	285.00	10.34	27.89	-5.72	0.27	1.00	1.47	
1598.00	285.00	13.09	27.91	-7.69	0.51	1.06	1.52	
1661.00	285.00	15.89	27.94	-9.42	0.58	0.97	1.39	
1724.00	285.00	18.83	27.97	-11.89	0.24	0.67	1.00	
1787.00	285.00	21.89	28.00	-14.62	-0.09	0.48	0.71	
905.00	348.00	-16.12	25.22	-11.98	-0.30	-0.25	-0.53	
968.00	348.00	-13.24	25.22	-9.50	-0.12	-0.26	-0.30	
1031.00	348.00	-10.49	25.21	-8.06	0.01	-0.26	-0.16	
1094.00	348.00	-7.79	25.21	-6.40	0.08	-0.24	-0.13	
1157.00	348.00	-5.14	25.23	-4.64	0.11	-0.21	0.03	
1220.00	348.00	-2.55	25.32	-3.04	0.01	-0.13	0.02	
1283.00	348.00	-0.01	25.32	-2.44	0.00	-0.02	0.23	
1346.00	348.00	2.53	25.32	-2.54	-0.04	0.16	0.42	
1409.00	348.00	5.08	25.32	-2.73	-0.02	0.30	0.72	
1472.00	348.00	7.60	25.35	-2.39	-0.04	0.47	0.83	
1535.00	348.00	10.26	25.33	-4.23	0.17	0.75	1.26	
1598.00	348.00	12.96	25.35	-5.73	0.24	0.81	1.13	
1661.00	348.00	15.73	25.35	-7.48	0.28	0.71	0.99	
1724.00	348.00	18.68	25.32	-10.15	0.12	0.56	0.87	
1787.00	348.00	21.76	25.30	-13.18	-0.16	0.45	0.58	
842.00	411.00	-18.76	22.55	-10.99	-0.35	-0.19	-0.51	
905.00	411.00	-16.14	22.50	-11.72	-0.27	-0.21	-0.48	
968.00	411.00	-13.29	22.55	-9.78	-0.11	-0.22	-0.28	
1031.00	411.00	-10.52	22.60	-8.07	-0.01	-0.20	-0.19	
1094.00	411.00	-7.79	22.66	-5.97	0.06	-0.20	-0.13	
1157.00	411.00	-5.12	22.74	-3.62	0.05	-0.16	-0.09	
1220.00	411.00	-2.54	22.81	-1.92	0.05	-0.13	0.03	
1283.00	411.00	-0.01	22.85	-1.14	-0.04	-0.04	0.05	
1346.00	411.00	2.52	22.86	-1.38	-0.06	0.09	0.25	
1409.00	411.00	5.05	22.84	-1.71	-0.05	0.24	0.44	
1472.00	411.00	7.57	22.85	-1.43	0.02	0.36	0.78	
1535.00	411.00	10.22	22.80	-3.21	-0.01	0.50	0.82	
1598.00	411.00	12.91	22.81	-4.70	0.10	0.64	0.93	
1661.00	411.00	15.63	22.81	-6.10	0.08	0.59	0.77	
1724.00	411.00	18.54	22.72	-8.62	0.04	0.51	0.91	
1787.00	411.00	21.62	22.63	-11.76	-0.23	0.40	0.56	
842.00	474.00	-18.76	19.89	-10.61	-0.31	-0.16	-0.47	
905.00	474.00	-16.11	19.84	-11.00	-0.26	-0.17	-0.41	
968.00	474.00	-13.30	19.89	-9.49	-0.15	-0.17	-0.27	
1031.00	474.00	-10.49	20.03	-7.15	-0.04	-0.17	-0.15	
1094.00	474.00	-7.73	20.21	-4.37	-0.02	-0.14	-0.15	
1157.00	474.00	-5.10	20.25	-2.56	0.04	-0.16	-0.04	
1220.00	474.00	-2.53	20.36	-0.56	-0.03	-0.11	-0.06	
1283.00	474.00	-0.01	20.42	0.29	-0.08	-0.06	-0.00	
1346.00	474.00	2.50	20.40	-0.11	-0.10	0.04	0.11	
1409.00	474.00	5.02	20.36	-0.48	-0.06	0.12	0.33	
1472.00	474.00	7.53	20.41	-0.37	-0.15	0.20	0.38	
1535.00	474.00	10.16	20.34	-1.98	0.05	0.37	0.98	
1598.00	474.00	12.83	20.27	-3.40	-0.10	0.43	0.59	
1661.00	474.00	15.56	20.23	-4.98	-0.17	0.41	0.41	
1724.00	474.00	18.43	20.16	-7.25	-0.17	0.39	0.58	
1787.00	474.00	21.47	20.01	-10.27	-0.54	0.30	-0.02	
842.00	537.00	-18.66	17.35	-9.28	-0.31	-0.13	-0.56	
905.00	537.00	-16.03	17.27	-9.75	-0.29	-0.12	-0.44	
968.00	537.00	-13.25	17.32	-8.51	-0.20	-0.13	-0.23	
1031.00	537.00	-10.39	17.58	-5.17	-0.10	-0.11	-0.09	
1094.00	537.00	-7.69	17.70	-2.97	-0.07	-0.12	-0.10	
1157.00	537.00	-5.07	17.79	-1.13	-0.03	-0.15	-0.07	
1220.00	537.00	-2.52	17.85	0.33	-0.09	-0.10	-0.08	
1283.00	537.00	-0.02	17.98	1.43	-0.14	-0.07	-0.07	
1346.00	537.00	2.48	17.98	1.26	-0.15	-0.02	-0.00	
1409.00	537.00	5.00	17.94	0.51	-0.18	0.03	0.07	
1472.00	537.00	7.50	17.94	0.66	-0.18	0.06	0.25	
1535.00	537.00	10.10	17.89	-0.76	-0.18	0.09	0.54	
1598.00	537.00	12.73	17.82	-1.89	-0.20	0.20	0.42	
1661.00	537.00	15.46	17.72	-3.61	-0.27	0.27	0.31	
1724.00	537.00	18.29	17.60	-5.72	-0.32	0.26	0.35	
1787.00	537.00	21.37	17.41	-9.06	-0.57	0.25	0.03	
905.00	600.00	-15.89	14.76	-7.88	-0.24	-0.13	-0.34	
968.00	600.00	-13.14	14.85	-6.59	-0.21	-0.13	-0.22	
1031.00	600.00	-10.33	15.08	-3.73	-0.15	-0.11	-0.11	
1094.00	600.00	-7.67	15.15	-2.16	-0.13	-0.12	-0.08	
1157.00	600.00	-5.05	15.38	0.13	-0.10	-0.12	-0.04	
1220.00	600.00	-2.51	15.49	1.58	-0.15	-0.10	-0.09	
1283.00	600.00	-0.02	15.57	2.23	-0.17	-0.08	-0.06	
1346.00	600.00	2.48	15.50	1.59	-0.18	-0.07	-0.04	
1409.00	600.00	4.99	15.46	1.14	-0.22	-0.02	-0.02	
1472.00	600.00	7.48	15.49	1.32	-0.24	-0.00	0.08	
1535.00	600.00	10.06	15.42	0.32	-0.27	0.01	0.29	
1598.00	600.00	12.67	15.33	-0.80	-0.24	0.06	0.33	
1661.00	600.00	15.38	15.24	-2.42	-0.29	0.11	0.30	
1724.00	600.00	18.26	15.04	-5.02	-0.41	0.17	0.24	
1787.00	600.00	21.29	14.81	-8.05	-0.54	0.20	0.12	
968.00	663.00	-13.01	12.42	-4.61	-0.23	-0.13	-0.27	
1031.00	663.00	-10.26	12.64	-2.29	-0.21	-0.13	-0.20	
1094.00	663.00	-7.61	12.65	-0.48	-0.15	-0.13	-0.07	
1157.00	663.00	-5.03	12.96	1.22	-0.16	-0.11	-0.03	
1220.00	663.00	-2.51	13.11	2.37	-0.19	-0.09	-0.06	
1283.00	663.00	-0.02	13.09	2.35	-0.19	-0.09	-0.05	
1346.00	663.00	2.48	13.01	1.77	-0.20	-0.08	-0.04	
1409.00	663.00	5.00	12.97	1.40	-0.26	-0.05	-0.07	
1472.00	663.00	7.50	12.97	1.37	-0.25	-0.04	0.06	
1535.00	663.00	10.07	12.92	0.59	-0.24	-0.00	0.23	
1598.00	663.00	12.67	12.85	-0.36	-0.31	0.02	0.18	
1661.00	663.00	15.37	12.70	-1.90	-0.44	0.05	-0.04	
1724.00	663.00	18.28	12.43	-4.79	-0.55	0.11	-0.01	
1787.00	663.00	21.27	12.20	-7.51	-0.52	0.19	0.13	
968.00	726.00	-12.91	9.99	-2.87	-0.22	-0.12	-0.26	
1031.00	726.00	-10.15	10.27	-0.13	-0.21	-0.13	-0.24	
1094.00	726.00	-7.55	10.46	1.31	-0.15	-0.14	-0.10	
1157.00	726.00	-5.02	10.50	1.79	-0.21	-0.10	-0.05	
1220.00	726.00	-2.51	10.61	2.51	-0.23	-0.10	-0.04	
1283.00	726.00	-0.01	10.55	2.16	-0.22	-0.10	-0.04	
1346.00	726.00	2.50	10.45	1.46	-0.22	-0.09	-0.03	
1409.00	726.00	5.01	10.46	1.53	-0.25	-0.07	0.00	
1472.00	726.00	7.53	10.44	1.29	-0.27	-0.08	0.03	
1535.00	726.00	10.09	10.39	0.61	-0.31	-0.05	0.06	
1598.00	726.00	12.71	10.28	-0.38	-0.35	-0.01	0.07	
1661.00	726.00	15.42	10.12	-1.97	-0.44	0.01	-0.01	
1724.00	726.00	18.31	9.83	-4.56	-0.49	0.09	0.03	
1787.00	726.00	21.33	9.51	-7.52	-0.52	0.16	0.07	
968.00	789.00	-12.83	7.56	-1.40	-0.21	-0.11	-0.26	
1031.00	789.00	-10.13	7.83	0.70	-0.20	-0.12	-0.26	
1094.00	789.00	-7.55	7.98	1.75	-0.19	-0.13	-0.18	
1157.00	789.00	-5.03	8.00	1.86	-0.27	-0.11	-0.06	
1220.00	789.00	-2.52	8.01	1.96	-0.27	-0.11	-0.01	
1283.00	789.00	-0.01	7.96	1.65	-0.25	-0.11	0.01	
1346.00	789.00	2.51	7.92	1.34	-0.24	-0.12	0.02	
1409.00	789.00	5.02	7.95	1.71	-0.25	-0.10	0.07	
1472.00	789.00	7.55	7.91	1.28	-0.25	-0.10	0.11	
1535.00	789.00	10.12	7.85	0.70	-0.28	-0.08	0.11	
1598.00	789.00	12.75	7.71	-0.44	-0.30	-0.06	0.15	
1661.00	789.00	15.47	7.51	-2.06	-0.37	-0.02	0.10	
1724.00	789.00	18.41	7.14	-4.98	-0.42	0.05	0.11	
1787.00	789.00	21.35	6.88	-7.17	-0.49	0.14	-0.00	
968.00	852.00	-12.84	5.00	-1.13	-0.21	-0.09	-0.29	
1031.00	852.00	-10.16	5.26	0.61	-0.22	-0.11	-0.33	
1094.00	852.00	-7.56	5.46	1.94	-0.25	-0.12	-0.31	
1157.00	852.00	-5.05	5.46	1.74	-0.31	-0.11	-0.06	
1220.00	852.00	-2.53	5.40	1.41	-0.30	-0.13	-0.00	
1283.00	852.00	-0.01	5.31	0.93	-0.27	-0.15	0.06	
1346.00	852.00	2.53	5.32	0.88	-0.25	-0.16	0.10	
1409.00	852.00	5.05	5.37	1.24	-0.29	-0.15	0.09	
1472.00	852.00	7.59	5.32	1.01	-0.21	-0.18	0.23	
1535.00	852.00	10.16	5.26	0.49	-0.25	-0.15	0.17	
1598.00	852.00	12.81	5.10	-0.71	-0.20	-0.12	0.30	
1661.00	852.00	15.57	4.85	-2.52	-0.31	-0.06	0.17	
1724.00	852.00	18.50	4.45	-5.24	-0.36	0.02	0.13	
1787.00	852.00	21.45	4.15	-7.44	-0.44	0.12	-0.08	
968.00	915.00	-12.85	2.45	-0.77	-0.28	-0.10	-0.39	
1031.00	915.00	-10.21	2.61	0.32	-0.24	-0.10	-0.41	
1094.00	915.00	-7.60	2.84	1.43	-0.34	-0.12	-0.39	
1157.00	915.00	-5.07	2.85	1.35	-0.35	-0.12	-0.03	
1220.00	915.00	-2.55	2.71	0.66	-0.32	-0.15	0.02	
1283.00	915.00	-0.00	2.65	0.32	-0.28	-0.19	0.11	
1346.00	915.00	2.54	2.71	0.62	-0.26	-0.19	0.17	
1409.00	915.00	5.07	2.78	1.05	-0.32	-0.22	0.07	
1472.00	915.00	7.62	2.74	0.83	-0.19	-0.24	0.28	
1535.00	915.00	10.21	2.65	0.21	-0.20	-0.23	0.25	
1598.00	915.00	12.88	2.44	-1.08	-0.38	-0.21	-0.08	
1661.00	915.00	15.69	2.11	-3.28	-0.49	-0.10	-0.23	
1724.00	915.00	18.62	1.69	-5.78	-0.34	-0.03	0.00	
1787.00	915.00	21.56	1.39	-7.77	-0.49	0.13	-0.40	
1031.00	978.00	-10.27	-0.05	-0.18	-0.27	-0.09	-0.40	
1094.00	978.00	-7.67	0.10	0.38	-0.36	-0.10	-0.28	
1157.00	978.00	-5.10	0.23	1.01	-0.39	-0.13	-0.13	
1220.00	978.00	-2.56	0.13	0.57	-0.37	-0.16	-0.02	
1283.00	978.00	0.00	0.00	0.00	-0.32	-0.20	0.13	
1346.00	978.00	2.55	0.13	0.69	-0.31	-0.22	0.13	
1409.00	978.00	5.10	0.16	0.85	-0.28	-0.26	0.12	
1472.00	978.00	7.65	0.14	0.72	-0.28	-0.27	0.10	
1535.00	978.00	10.25	0.05	0.19	-0.32	-0.27	0.01	
1598.00	978.00	12.95	-0.22	-1.35	-0.43	-0.23	-0.16	
1661.00	978.00	15.81	-0.68	-3.89	-0.41	-0.13	-0.09	
1724.00	978.00	18.72	-1.08	-6.17	-0.35	-0.02	-0.21	
1787.00	978.00	21.67	-1.42	-8.10	-0.53	0.13	-0.67	
1031.00	1041.00	-10.29	-2.61	0.01	-0.37	-0.09	-0.37	
1094.00	1041.00	-7.70	-2.53	0.29	-0.43	-0.10	-0.37	
1157.00	1041.00	-5.12	-2.47	0.58	-0.42	-0.13	-0.22	
1220.00	1041.00	-2.57	-2.53	0.28	-0.40	-0.16	-0.02	
1283.00	1041.00	0.00	-2.53	0.33	-0.37	-0.22	0.05	
1346.00	1041.00	2.55	-2.40	1.04	-0.32	-0.26	0.11	
1409.00	1041.00	5.10	-2.35	1.23	-0.28	-0.29	0.10	
1472.00	1041.00	7.67	-2.42	0.91	-0.34	-0.32	-0.04	
1535.00	1041.00	10.27	-2.52	0.38	-0.38	-0.30	-0.12	
1598.00	1041.00	13.00	-2.89	-1.46	-0.40	-0.23	-0.09	
1661.00	1041.00	15.90	-3.43	-4.30	-0.22	-0.14	0.18	
1724.00	1041.00	18.80	-3.85	-6.35	-0.35	0.03	-0.33	
1094.00	1104.00	-7.72	-5.13	0.35	-0.47	-0.10	-0.39	
1157.00	1104.00	-5.14	-5.11	0.50	-0.46	-0.13	-0.28	
1220.00	1104.00	-2.57	-5.13	0.43	-0.46	-0.16	-0.14	
1283.00	1104.00	0.00	-5.12	0.54	-0.42	-0.23	-0.10	
1346.00	1104.00	2.55	-4.95	1.38	-0.38	-0.31	-0.06	
1409.00	1104.00	5.10	-4.85	1.77	-0.37	-0.36	-0.07	
1472.00	1104.00	7.68	-4.97	1.21	-0.39	-0.38	-0.13	
1535.00	1104.00	10.30	-5.12	0.45	-0.41	-0.36	-0.17	
1598.00	1104.00	13.04	-5.52	-1.42	-0.34	-0.30	-0.05	
1661.00	1104.00	15.93	-6.09	-4.05	-0.33	-0.18	-0.07	
1724.00	1104.00	18.87	-6.60	-6.36	-0.31	0.00	-0.32	
1094.00	1167.00	-7.74	-7.76	0.44	-0.58	-0.11	-0.49	
1157.00	1167.00	-5.16	-7.81	0.20	-0.54	-0.12	-0.34	
1220.00	1167.00	-2.58	-7.84	0.14	-0.52	-0.18	-0.25	
1283.00	1167.00	0.00	-7.71	0.73	-0.49	-0.27	-0.26	
1346.00	1167.00	2.56	-7.53	1.57	-0.44	-0.34	-0.22	
1409.00	1167.00	5.11	-7.45	1.84	-0.43	-0.38	-0.27	
1472.00	1167.00	7.72	-7.66	0.98	-0.49	-0.46	-0.41	
1535.00	1167.00	10.37	-7.88	-0.03	-0.52	-0.44	-0.42	
1598.00	1167.00	13.08	-8.21	-1.40	-0.53	-0.35	-0.39	
1661.00	1167.00	16.00	-8.84	-4.25	-0.40	-0.17	-0.31	
1094.00	1230.00	-7.75	-10.37	0.70	-0.66	-0.11	-0.55	
1157.00	1230.00	-5.17	-10.40	0.45	-0.62	-0.14	-0.46	
1220.00	1230.00	-2.58	-10.39	0.51	-0.59	-0.22	-0.43	
1283.00	1230.00	0.00	-10.26	1.05	-0.57	-0.31	-0.49	
1346.00	1230.00	2.57	-10.11	1.69	-0.54	-0.41	-0.43	
1409.00	1230.00	5.14	-10.11	1.73	-0.54	-0.44	-0.47	
1472.00	1230.00	7.71	-10.15	1.56	-0.54	-0.46	-0.62	
1535.00	1230.00	10.40	-10.53	0.04	-0.69	-0.41	-0.74	
1598.00	1230.00	13.21	-11.11	-2.37	-0.57	-0.33	-0.48	
1661.00	1230.00	16.06	-11.59	-4.32	-0.38	-0.20	-0.36	
1031.00	1293.00	-10.35	-12.98	1.02	-0.68	-0.10	-0.52	
1094.00	1293.00	-7.76	-12.95	1.08	-0.74	-0.15	-0.61	
1157.00	1293.00	-5.16	-12.88	1.21	-0.71	-0.23	-0.60	
1220.00	1293.00	-2.58	-12.85	1.23	-0.66	-0.30	-0.63	
1283.00	1293.00	0.00	-12.79	1.53	-0.63	-0.37	-0.83	
1346.00	1293.00	2.58	-12.71	1.88	-0.61	-0.47	-0.78	
1409.00	1293.00	5.15	-12.74	1.78	-0.64	-0.52	-0.81	
1472.00	1293.00	7.76	-12.91	1.16	-0.65	-0.50	-0.85	
1535.00	1293.00	10.44	-13.23	-0.11	-0.71	-0.48	-0.84	
1598.00	1293.00	13.27	-13.89	-2.56	-0.46	-0.36	-0.42	
1661.00	1293.00	16.07	-14.24	-3.85	-0.53	-0.25	-0.82	
1031.00	1356.00	-10.36	-15.56	1.33	-0.83	-0.16	-0.69	
1094.00	1356.00	-7.74	-15.37	1.94	-0.81	-0.25	-0.72	
1157.00	1356.00	-5.15	-15.23	2.35	-0.71	-0.33	-0.65	
1220.00	1356.00	-2.57	-15.17	2.41	-0.72	-0.38	-0.86	
1283.00	1356.00	0.00	-15.24	2.28	-0.71	-0.46	-1.24	
1346.00	1356.00	2.57	-15.22	2.41	-0.69	-0.53	-1.22	
1409.00	1356.00	5.16	-15.34	2.01	-0.90	-0.59	-1.54	
1472.00	1356.00	7.79	-15.59	1.13	-0.87	-0.55	-1.38	
1535.00	1356.00	10.50	-16.00	-0.36	-0.90	-0.51	-1.29	
1598.00	1356.00	13.33	-16.65	-2.66	-0.74	-0.39	-1.04	
1661.00	1356.00	16.15	-17.08	-4.12	-0.52	-0.31	-0.90	
1031.00	1419.00	-10.37	-18.08	1.82	-0.90	-0.25	-0.82	
1094.00	1419.00	-7.72	-17.74	2.84	-0.79	-0.36	-0.77	
1157.00	1419.00	-5.13	-17.57	3.43	-0.71	-0.44	-0.82	
1220.00	1419.00	-2.57	-17.63	3.28	-0.74	-0.48	-1.12	
1283.00	1419.00	0.00	-17.61	3.32	-0.75	-0.58	-1.50	
1346.00	1419.00	2.57	-17.72	3.01	-0.83	-0.60	-1.74	
1409.00	1419.00	5.18	-17.96	2.23	-0.99	-0.58	-1.95	
1472.00	1419.00	7.82	-18.28	1.19	-1.09	-0.54	-1.96	
1535.00	1419.00	10.54	-18.72	-0.31	-1.12	-0.48	-1.79	
1598.00	1419.00	13.35	-19.32	-2.39	-0.93	-0.39	-1.43	
1661.00	1419.00	16.18	-19.75	-3.78	-0.63	-0.39	-1.20	
968.00	1482.00	-12.95	-20.58	2.52	-0.92	-0.25	-0.90	
1031.00	1482.00	-10.38	-20.68	2.16	-0.93	-0.33	-0.99	
1094.00	1482.00	-7.73	-20.35	3.12	-0.82	-0.41	-0.97	
1157.00	1482.00	-5.14	-20.26	3.49	-0.77	-0.48	-1.15	
1220.00	1482.00	-2.57	-20.21	3.58	-0.79	-0.52	-1.51	
1283.00	1482.00	-0.00	-20.12	3.92	-0.77	-0.61	-1.76	
1346.00	1482.00	2.57	-20.22	3.59	-0.94	-0.62	-2.15	
1409.00	1482.00	5.17	-20.46	2.90	-1.16	-0.57	-2.46	
1472.00	1482.00	7.82	-20.77	1.81	-1.23	-0.49	-2.38	
1535.00	1482.00	10.56	-21.37	-0.09	-1.27	-0.44	-2.22	
1598.00	1482.00	13.36	-21.96	-1.91	-1.15	-0.47	-1.94	
1661.00	1482.00	16.25	-22.58	-3.88	-0.62	-0.29	-1.28	
1724.00	1482.00	19.10	-22.96	-5.05	-0.33	-0.13	-1.01	
968.00	1545.00	-12.96	-23.13	2.99	-1.02	-0.31	-1.10	
1031.00	1545.00	-10.40	-23.28	2.45	-1.01	-0.36	-1.15	
1094.00	1545.00	-7.76	-23.07	3.13	-0.95	-0.39	-1.25	
1157.00	1545.00	-5.17	-23.10	3.03	-0.95	-0.42	-1.57	
1220.00	1545.00	-2.58	-23.07	3.10	-0.95	-0.49	-1.89	
1283.00	1545.00	0.00	-23.04	3.20	-1.08	-0.60	-2.44	
1346.00	1545.00	2.59	-22.98	3.47	-1.18	-0.66	-2.69	
1409.00	1545.00	5.18	-23.01	3.29	-1.25	-0.58	-2.79	
1472.00	1545.00	7.84	-23.50	1.86	-1.38	-0.57	-2.68	
1535.00	1545.00	10.58	-24.05	0.15	-1.41	-0.51	-2.49	
1598.00	1545.00	13.43	-24.82	-2.16	-1.12	-0.43	-2.04	
1661.00	1545.00	16.36	-25.57	-4.33	-0.73	-0.30	-1.58	
1724.00	1545.00	19.23	-25.94	-5.52	-0.36	-0.19	-1.02	
968.00	1608.00	-12.95	-25.62	3.62	-1.04	-0.36	-1.23	
1031.00	1608.00	-10.39	-25.82	3.03	-1.02	-0.38	-1.24	
1094.00	1608.00	-7.77	-25.62	3.57	-0.98	-0.38	-1.38	
1157.00	1608.00	-5.19	-25.76	3.17	-1.00	-0.41	-1.74	
1220.00	1608.00	-2.59	-25.85	2.92	-1.09	-0.45	-2.25	
1283.00	1608.00	0.01	-25.79	3.11	-1.12	-0.46	-2.65	
1346.00	1608.00	2.60	-25.77	3.21	-1.22	-0.52	-2.96	
1409.00	1608.00	5.22	-25.93	2.76	-1.34	-0.53	-3.07	
1472.00	1608.00	7.88	-26.30	1.72	-1.42	-0.43	-2.99	
1535.00	1608.00	10.63	-26.90	0.02	-1.36	-0.42	-2.71	
1598.00	1608.00	13.49	-27.67	-2.19	-0.99	-0.33	-2.08	
1661.00	1608.00	16.44	-28.47	-4.53	-0.58	-0.23	-1.48	
1724.00	1608.00	19.33	-28.89	-5.72	-0.39	-0.18	-1.12	
905.00	1671.00	-15.59	-28.32	3.77	-0.90	-0.33	-1.19	
968.00	1671.00	-12.95	-28.16	4.16	-1.03	-0.41	-1.36	
1031.00	1671.00	-10.38	-28.29	3.75	-1.00	-0.40	-1.34	
1094.00	1671.00	-7.77	-28.19	4.05	-0.96	-0.37	-1.47	
1157.00	1671.00	-5.19	-28.33	3.66	-1.00	-0.37	-1.84	
1220.00	1671.00	-2.59	-28.39	3.49	-1.05	-0.38	-2.26	
1283.00	1671.00	0.01	-28.35	3.62	-1.11	-0.40	-2.69	
1346.00	1671.00	2.61	-28.41	3.46	-1.17	-0.37	-2.92	
1409.00	1671.00	5.24	-28.64	2.88	-1.32	-0.38	-3.06	
1472.00	1671.00	7.91	-29.02	1.88	-1.37	-0.36	-2.98	
1535.00	1671.00	10.65	-29.60	0.32	-1.27	-0.33	-2.67	
1598.00	1671.00	13.52	-30.41	-1.94	-0.93	-0.25	-2.05	
1661.00	1671.00	16.46	-31.20	-4.10	-0.59	-0.19	-1.52	
1724.00	1671.00	19.37	-31.69	-5.42	-0.36	-0.14	-1.13	
905.00	1734.00	-15.60	-30.90	4.18	-0.85	-0.35	-1.29	
968.00	1734.00	-12.94	-30.66	4.87	-0.98	-0.43	-1.44	
1031.00	1734.00	-10.37	-30.77	4.51	-0.96	-0.40	-1.40	
1094.00	1734.00	-7.77	-30.69	4.71	-0.92	-0.35	-1.52	
1157.00	1734.00	-5.19	-30.80	4.41	-0.93	-0.32	-1.82	
