Date : 2024/09/17 16:56:09
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 8
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1094.00	852.00	-7.56	5.46	1.94	0.78	-0.03	1.00	
1157.00	852.00	-5.05	5.46	1.74	0.82	-0.12	0.83	
1220.00	852.00	-2.53	5.40	1.41	0.82	-0.16	0.74	
1283.00	852.00	-0.01	5.31	0.93	0.81	-0.19	0.65	
1346.00	852.00	2.53	5.32	0.88	0.82	-0.22	0.60	
1409.00	852.00	5.05	5.37	1.24	0.83	-0.25	0.57	
1472.00	852.00	7.59	5.32	1.01	0.81	-0.27	0.49	
1535.00	852.00	10.16	5.26	0.49	0.80	-0.28	0.45	
1598.00	852.00	12.81	5.10	-0.71	0.77	-0.29	0.39	
1661.00	852.00	15.57	4.85	-2.52	0.74	-0.28	0.33	
1724.00	852.00	18.50	4.45	-5.24	0.67	-0.26	0.25	
1787.00	852.00	21.45	4.15	-7.44	0.59	-0.22	0.14	
968.00	915.00	-12.85	2.45	-0.77	0.62	-0.00	0.79	
1031.00	915.00	-10.21	2.61	0.32	0.64	-0.00	0.86	
1094.00	915.00	-7.60	2.84	1.43	0.76	-0.04	0.94	
1157.00	915.00	-5.07	2.85	1.35	0.79	-0.11	0.78	
1220.00	915.00	-2.55	2.71	0.66	0.79	-0.14	0.70	
1283.00	915.00	-0.00	2.65	0.32	0.77	-0.17	0.59	
1346.00	915.00	2.54	2.71	0.62	0.79	-0.20	0.56	
1409.00	915.00	5.07	2.78	1.05	0.80	-0.23	0.51	
1472.00	915.00	7.62	2.74	0.83	0.79	-0.25	0.45	
1535.00	915.00	10.21	2.65	0.21	0.77	-0.27	0.39	
1598.00	915.00	12.88	2.44	-1.08	0.74	-0.27	0.34	
1661.00	915.00	15.69	2.11	-3.28	0.71	-0.26	0.29	
1724.00	915.00	18.62	1.69	-5.78	0.61	-0.23	0.18	
1787.00	915.00	21.56	1.39	-7.77	0.55	-0.20	0.08	
1031.00	978.00	-10.27	-0.05	-0.18	0.68	0.00	0.93	
1094.00	978.00	-7.67	0.10	0.38	0.74	-0.05	0.87	
1157.00	978.00	-5.10	0.23	1.01	0.77	-0.09	0.77	
1220.00	978.00	-2.56	0.13	0.57	0.76	-0.13	0.68	
1283.00	978.00	0.00	0.00	0.00	0.76	-0.17	0.58	
1346.00	978.00	2.55	0.13	0.69	0.77	-0.19	0.54	
1409.00	978.00	5.10	0.16	0.85	0.77	-0.23	0.47	
1472.00	978.00	7.65	0.14	0.72	0.77	-0.24	0.42	
1535.00	978.00	10.25	0.05	0.19	0.75	-0.26	0.36	
1598.00	978.00	12.95	-0.22	-1.35	0.72	-0.26	0.31	
1661.00	978.00	15.81	-0.68	-3.89	0.67	-0.25	0.24	
1724.00	978.00	18.72	-1.08	-6.17	0.57	-0.22	0.12	
1787.00	978.00	21.67	-1.42	-8.10	0.55	-0.19	0.10	
1031.00	1041.00	-10.29	-2.61	0.01	0.67	-0.02	0.87	
1094.00	1041.00	-7.70	-2.53	0.29	0.70	-0.05	0.78	
1157.00	1041.00	-5.12	-2.47	0.58	0.74	-0.08	0.76	
1220.00	1041.00	-2.57	-2.53	0.28	0.75	-0.12	0.67	
1283.00	1041.00	0.00	-2.53	0.33	0.74	-0.16	0.56	
1346.00	1041.00	2.55	-2.40	1.04	0.77	-0.18	0.54	
1409.00	1041.00	5.10	-2.35	1.23	0.77	-0.22	0.46	
1472.00	1041.00	7.67	-2.42	0.91	0.75	-0.24	0.39	
1535.00	1041.00	10.27	-2.52	0.38	0.73	-0.25	0.34	
1598.00	1041.00	13.00	-2.89	-1.46	0.70	-0.25	0.29	
1661.00	1041.00	15.90	-3.43	-4.30	0.65	-0.24	0.23	
1724.00	1041.00	18.80	-3.85	-6.35	0.57	-0.21	0.12	
1094.00	1104.00	-7.72	-5.13	0.35	0.69	-0.04	0.75	
1157.00	1104.00	-5.14	-5.11	0.50	0.72	-0.08	0.74	
1220.00	1104.00	-2.57	-5.13	0.43	0.73	-0.12	0.66	
1283.00	1104.00	0.00	-5.12	0.54	0.73	-0.16	0.53	
1346.00	1104.00	2.55	-4.95	1.38	0.76	-0.19	0.51	
1409.00	1104.00	5.10	-4.85	1.77	0.75	-0.22	0.42	
1472.00	1104.00	7.68	-4.97	1.21	0.74	-0.24	0.37	
1535.00	1104.00	10.30	-5.12	0.45	0.72	-0.25	0.32	
1598.00	1104.00	13.04	-5.52	-1.42	0.68	-0.25	0.26	
1661.00	1104.00	15.93	-6.09	-4.05	0.65	-0.23	0.23	
1724.00	1104.00	18.87	-6.60	-6.36	0.58	-0.22	0.13	
1094.00	1167.00	-7.74	-7.76	0.44	0.65	-0.04	0.70	
1157.00	1167.00	-5.16	-7.81	0.20	0.70	-0.08	0.70	
1220.00	1167.00	-2.58	-7.84	0.14	0.73	-0.13	0.62	
1283.00	1167.00	0.00	-7.71	0.73	0.73	-0.17	0.51	
1346.00	1167.00	2.56	-7.53	1.57	0.75	-0.20	0.47	
1409.00	1167.00	5.11	-7.45	1.84	0.74	-0.22	0.39	
1472.00	1167.00	7.72	-7.66	0.98	0.73	-0.24	0.34	
1535.00	1167.00	10.37	-7.88	-0.03	0.70	-0.25	0.28	
1598.00	1167.00	13.08	-8.21	-1.40	0.66	-0.25	0.24	
1661.00	1167.00	16.00	-8.84	-4.25	0.63	-0.23	0.20	
1094.00	1230.00	-7.75	-10.37	0.70	0.65	-0.04	0.66	
1157.00	1230.00	-5.17	-10.40	0.45	0.71	-0.09	0.67	
1220.00	1230.00	-2.58	-10.39	0.51	0.74	-0.14	0.59	
1283.00	1230.00	0.00	-10.26	1.05	0.73	-0.18	0.50	
1346.00	1230.00	2.57	-10.11	1.69	0.74	-0.20	0.44	
1409.00	1230.00	5.14	-10.11	1.73	0.72	-0.22	0.35	
1472.00	1230.00	7.71	-10.15	1.56	0.69	-0.24	0.29	
1535.00	1230.00	10.40	-10.53	0.04	0.67	-0.24	0.26	
1598.00	1230.00	13.21	-11.11	-2.37	0.64	-0.24	0.23	
1661.00	1230.00	16.06	-11.59	-4.32	0.62	-0.22	0.22	
1031.00	1293.00	-10.35	-12.98	1.02	0.66	-0.04	0.63	
1094.00	1293.00	-7.76	-12.95	1.08	0.71	-0.05	0.67	
1157.00	1293.00	-5.16	-12.88	1.21	0.76	-0.09	0.68	
1220.00	1293.00	-2.58	-12.85	1.23	0.74	-0.15	0.58	
1283.00	1293.00	0.00	-12.79	1.53	0.74	-0.18	0.50	
1346.00	1293.00	2.58	-12.71	1.88	0.74	-0.19	0.43	
1409.00	1293.00	5.15	-12.74	1.78	0.72	-0.22	0.35	
1472.00	1293.00	7.76	-12.91	1.16	0.68	-0.23	0.28	
1535.00	1293.00	10.44	-13.23	-0.11	0.64	-0.24	0.23	
1598.00	1293.00	13.27	-13.89	-2.56	0.62	-0.23	0.23	
1661.00	1293.00	16.07	-14.24	-3.85	0.62	-0.22	0.23	
1031.00	1356.00	-10.36	-15.56	1.33	0.71	-0.04	0.68	
1094.00	1356.00	-7.74	-15.37	1.94	0.76	-0.07	0.69	
1157.00	1356.00	-5.15	-15.23	2.35	0.77	-0.10	0.66	
1220.00	1356.00	-2.57	-15.17	2.41	0.76	-0.13	0.63	
1283.00	1356.00	0.00	-15.24	2.28	0.76	-0.15	0.55	
1346.00	1356.00	2.57	-15.22	2.41	0.76	-0.17	0.49	
1409.00	1356.00	5.16	-15.34	2.01	0.73	-0.20	0.39	
1472.00	1356.00	7.79	-15.59	1.13	0.67	-0.22	0.29	
1535.00	1356.00	10.50	-16.00	-0.36	0.62	-0.23	0.24	
1598.00	1356.00	13.33	-16.65	-2.66	0.64	-0.22	0.26	
1661.00	1356.00	16.15	-17.08	-4.12	0.63	-0.23	0.23	
1031.00	1419.00	-10.37	-18.08	1.82	0.74	-0.04	0.71	
1094.00	1419.00	-7.72	-17.74	2.84	0.75	-0.07	0.69	
1157.00	1419.00	-5.13	-17.57	3.43	0.75	-0.09	0.67	
1220.00	1419.00	-2.57	-17.63	3.28	0.75	-0.10	0.68	
1283.00	1419.00	0.00	-17.61	3.32	0.78	-0.11	0.63	
1346.00	1419.00	2.57	-17.72	3.01	0.78	-0.13	0.58	
1409.00	1419.00	5.18	-17.96	2.23	0.75	-0.17	0.49	
1472.00	1419.00	7.82	-18.28	1.19	0.68	-0.20	0.36	
1535.00	1419.00	10.54	-18.72	-0.31	0.64	-0.22	0.31	
1598.00	1419.00	13.35	-19.32	-2.39	0.71	-0.20	0.38	
1661.00	1419.00	16.18	-19.75	-3.78	0.68	-0.23	0.26	
968.00	1482.00	-12.95	-20.58	2.52	0.73	-0.04	0.66	
1031.00	1482.00	-10.38	-20.68	2.16	0.74	-0.05	0.69	
1094.00	1482.00	-7.73	-20.35	3.12	0.73	-0.07	0.70	
1157.00	1482.00	-5.14	-20.26	3.49	0.72	-0.08	0.71	
1220.00	1482.00	-2.57	-20.21	3.58	0.74	-0.07	0.78	
1283.00	1482.00	-0.00	-20.12	3.92	0.78	-0.06	0.80	
1346.00	1482.00	2.57	-20.22	3.59	0.82	-0.09	0.77	
1409.00	1482.00	5.17	-20.46	2.90	0.81	-0.11	0.68	
1472.00	1482.00	7.82	-20.77	1.81	0.76	-0.12	0.56	
1535.00	1482.00	10.56	-21.37	-0.09	0.74	-0.16	0.50	
1598.00	1482.00	13.36	-21.96	-1.91	0.83	-0.15	0.55	
1661.00	1482.00	16.25	-22.58	-3.88	0.73	-0.25	0.32	
1724.00	1482.00	19.10	-22.96	-5.05	0.61	-0.29	0.13	
968.00	1545.00	-12.96	-23.13	2.99	0.69	-0.04	0.58	
1031.00	1545.00	-10.40	-23.28	2.45	0.71	-0.06	0.63	
1094.00	1545.00	-7.76	-23.07	3.13	0.69	-0.09	0.64	
1157.00	1545.00	-5.17	-23.10	3.03	0.70	-0.11	0.74	
1220.00	1545.00	-2.58	-23.07	3.10	0.72	-0.12	0.83	
1283.00	1545.00	0.00	-23.04	3.20	0.76	-0.16	0.88	
1346.00	1545.00	2.59	-22.98	3.47	0.85	-0.12	0.94	
1409.00	1545.00	5.18	-23.01	3.29	0.87	-0.10	0.86	
1472.00	1545.00	7.84	-23.50	1.86	0.80	-0.13	0.68	
1535.00	1545.00	10.58	-24.05	0.15	0.82	-0.16	0.66	
1598.00	1545.00	13.43	-24.82	-2.16	0.88	-0.20	0.62	
1661.00	1545.00	16.36	-25.57	-4.33	0.79	-0.21	0.45	
1724.00	1545.00	19.23	-25.94	-5.52	0.64	-0.28	0.21	
968.00	1608.00	-12.95	-25.62	3.62	0.66	-0.05	0.53	
1031.00	1608.00	-10.39	-25.82	3.03	0.67	-0.09	0.55	
1094.00	1608.00	-7.77	-25.62	3.57	0.65	-0.12	0.58	
1157.00	1608.00	-5.19	-25.76	3.17	0.67	-0.12	0.70	
1220.00	1608.00	-2.59	-25.85	2.92	0.70	-0.16	0.77	
1283.00	1608.00	0.01	-25.79	3.11	0.75	-0.19	0.83	
1346.00	1608.00	2.60	-25.77	3.21	0.82	-0.20	0.85	
1409.00	1608.00	5.22	-25.93	2.76	0.83	-0.17	0.80	
1472.00	1608.00	7.88	-26.30	1.72	0.79	-0.19	0.68	
1535.00	1608.00	10.63	-26.90	0.02	0.80	-0.23	0.63	
1598.00	1608.00	13.49	-27.67	-2.19	0.79	-0.25	0.54	
1661.00	1608.00	16.44	-28.47	-4.53	0.69	-0.27	0.33	
1724.00	1608.00	19.33	-28.89	-5.72	0.56	-0.31	0.13	
905.00	1671.00	-15.59	-28.32	3.77	0.63	-0.02	0.48	
968.00	1671.00	-12.95	-28.16	4.16	0.66	-0.04	0.50	
1031.00	1671.00	-10.38	-28.29	3.75	0.63	-0.11	0.47	
1094.00	1671.00	-7.77	-28.19	4.05	0.63	-0.12	0.54	
1157.00	1671.00	-5.19	-28.33	3.66	0.64	-0.14	0.61	
1220.00	1671.00	-2.59	-28.39	3.49	0.67	-0.17	0.66	
1283.00	1671.00	0.01	-28.35	3.62	0.70	-0.21	0.67	
1346.00	1671.00	2.61	-28.41	3.46	0.77	-0.19	0.71	
1409.00	1671.00	5.24	-28.64	2.88	0.75	-0.20	0.64	
1472.00	1671.00	7.91	-29.02	1.88	0.72	-0.21	0.57	
1535.00	1671.00	10.65	-29.60	0.32	0.70	-0.25	0.47	
1598.00	1671.00	13.52	-30.41	-1.94	0.69	-0.25	0.42	
1661.00	1671.00	16.46	-31.20	-4.10	0.58	-0.29	0.22	
1724.00	1671.00	19.37	-31.69	-5.42	0.49	-0.32	0.06	
905.00	1734.00	-15.60	-30.90	4.18	0.63	-0.01	0.45	
968.00	1734.00	-12.94	-30.66	4.87	0.63	-0.05	0.44	
1031.00	1734.00	-10.37	-30.77	4.51	0.60	-0.12	0.40	
1094.00	1734.00	-7.77	-30.69	4.71	0.60	-0.14	0.45	
1157.00	1734.00	-5.19	-30.80	4.41	0.61	-0.16	0.50	
1220.00	1734.00	-2.59	-30.81	4.38	0.63	-0.19	0.52	
1283.00	1734.00	0.01	-30.80	4.42	0.68	-0.21	0.56	
1346.00	1734.00	2.61	-30.93	4.12	0.70	-0.21	0.56	
1409.00	1734.00	5.24	-31.22	3.39	0.70	-0.20	0.55	
1472.00	1734.00	7.91	-31.61	2.42	0.67	-0.22	0.47	
1535.00	1734.00	10.64	-32.14	1.04	0.64	-0.26	0.39	
1598.00	1734.00	13.50	-32.95	-1.06	0.63	-0.26	0.33	
1661.00	1734.00	16.44	-33.82	-3.35	0.53	-0.29	0.16	
1724.00	1734.00	19.36	-34.37	-4.78	0.42	-0.34	-0.02	
905.00	1797.00	-15.61	-33.46	4.64	0.61	-0.01	0.39	
968.00	1797.00	-12.95	-33.21	5.28	0.58	-0.06	0.34	
1031.00	1797.00	-10.40	-33.45	4.69	0.57	-0.12	0.31	
1094.00	1797.00	-7.79	-33.39	4.87	0.57	-0.14	0.36	
