Date : 2024/09/17 16:56:11
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
Légende : 
	Niveau de référence : 0
	Niveau courant : 12
	Paramètres Q4 : 
		Taille d'un élément : 64
		Nombre maximum d'itérations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Opérateur : 
	Lieu : 
	Date : 
	Distance Caméras : 
	Angle caméras : 
	Distance du Capteur à l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1535.00	348.00	10.26	25.33	-4.23	0.20	-0.40	0.87	
1598.00	348.00	12.96	25.35	-5.73	0.19	-0.38	0.84	
1661.00	348.00	15.73	25.35	-7.48	0.16	-0.36	0.80	
1724.00	348.00	18.68	25.32	-10.15	0.11	-0.33	0.73	
1787.00	348.00	21.76	25.30	-13.18	0.05	-0.29	0.66	
842.00	411.00	-18.76	22.55	-10.99	0.23	-0.16	0.20	
905.00	411.00	-16.14	22.50	-11.72	0.21	-0.21	0.52	
968.00	411.00	-13.29	22.55	-9.78	0.19	-0.25	0.67	
1031.00	411.00	-10.52	22.60	-8.07	0.18	-0.29	0.70	
1094.00	411.00	-7.79	22.66	-5.97	0.21	-0.33	0.80	
1157.00	411.00	-5.12	22.74	-3.62	0.22	-0.37	0.80	
1220.00	411.00	-2.54	22.81	-1.92	0.25	-0.41	0.82	
1283.00	411.00	-0.01	22.85	-1.14	0.25	-0.45	0.81	
1346.00	411.00	2.52	22.86	-1.38	0.23	-0.46	0.79	
1409.00	411.00	5.05	22.84	-1.71	0.23	-0.45	0.81	
1472.00	411.00	7.57	22.85	-1.43	0.22	-0.44	0.82	
1535.00	411.00	10.22	22.80	-3.21	0.21	-0.41	0.83	
1598.00	411.00	12.91	22.81	-4.70	0.18	-0.39	0.80	
1661.00	411.00	15.63	22.81	-6.10	0.18	-0.37	0.78	
1724.00	411.00	18.54	22.72	-8.62	0.15	-0.34	0.79	
1787.00	411.00	21.62	22.63	-11.76	0.04	-0.30	0.62	
842.00	474.00	-18.76	19.89	-10.61	0.19	-0.13	0.09	
905.00	474.00	-16.11	19.84	-11.00	0.19	-0.19	0.39	
968.00	474.00	-13.30	19.89	-9.49	0.19	-0.24	0.56	
1031.00	474.00	-10.49	20.03	-7.15	0.22	-0.29	0.63	
1094.00	474.00	-7.73	20.21	-4.37	0.24	-0.35	0.69	
1157.00	474.00	-5.10	20.25	-2.56	0.26	-0.39	0.73	
1220.00	474.00	-2.53	20.36	-0.56	0.29	-0.45	0.76	
1283.00	474.00	-0.01	20.42	0.29	0.28	-0.49	0.74	
1346.00	474.00	2.50	20.40	-0.11	0.26	-0.49	0.73	
1409.00	474.00	5.02	20.36	-0.48	0.25	-0.48	0.76	
1472.00	474.00	7.53	20.41	-0.37	0.24	-0.46	0.78	
1535.00	474.00	10.16	20.34	-1.98	0.23	-0.43	0.82	
1598.00	474.00	12.83	20.27	-3.40	0.21	-0.41	0.79	
1661.00	474.00	15.56	20.23	-4.98	0.18	-0.38	0.78	
1724.00	474.00	18.43	20.16	-7.25	0.13	-0.36	0.75	
1787.00	474.00	21.47	20.01	-10.27	0.02	-0.32	0.61	
842.00	537.00	-18.66	17.35	-9.28	0.16	-0.14	-0.20	
905.00	537.00	-16.03	17.27	-9.75	0.11	-0.19	0.02	
968.00	537.00	-13.25	17.32	-8.51	0.18	-0.25	0.40	
1031.00	537.00	-10.39	17.58	-5.17	0.26	-0.32	0.54	
1094.00	537.00	-7.69	17.70	-2.97	0.29	-0.37	0.58	
1157.00	537.00	-5.07	17.79	-1.13	0.31	-0.44	0.62	
1220.00	537.00	-2.52	17.85	0.33	0.33	-0.49	0.67	
1283.00	537.00	-0.02	17.98	1.43	0.30	-0.51	0.66	
1346.00	537.00	2.48	17.98	1.26	0.30	-0.51	0.69	
1409.00	537.00	5.00	17.94	0.51	0.27	-0.50	0.72	
1472.00	537.00	7.50	17.94	0.66	0.26	-0.47	0.77	
1535.00	537.00	10.10	17.89	-0.76	0.25	-0.45	0.82	
1598.00	537.00	12.73	17.82	-1.89	0.23	-0.43	0.77	
1661.00	537.00	15.46	17.72	-3.61	0.19	-0.40	0.79	
1724.00	537.00	18.29	17.60	-5.72	0.13	-0.38	0.75	
1787.00	537.00	21.37	17.41	-9.06	-0.00	-0.34	0.61	
905.00	600.00	-15.89	14.76	-7.88	0.19	-0.22	-0.01	
968.00	600.00	-13.14	14.85	-6.59	0.23	-0.27	0.28	
1031.00	600.00	-10.33	15.08	-3.73	0.31	-0.34	0.47	
1094.00	600.00	-7.67	15.15	-2.16	0.34	-0.38	0.49	
1157.00	600.00	-5.05	15.38	0.13	0.39	-0.45	0.56	
1220.00	600.00	-2.51	15.49	1.58	0.37	-0.50	0.58	
1283.00	600.00	-0.02	15.57	2.23	0.33	-0.51	0.61	
1346.00	600.00	2.48	15.50	1.59	0.32	-0.51	0.67	
1409.00	600.00	4.99	15.46	1.14	0.32	-0.49	0.77	
1472.00	600.00	7.48	15.49	1.32	0.29	-0.45	0.82	
1535.00	600.00	10.06	15.42	0.32	0.29	-0.44	0.87	
1598.00	600.00	12.67	15.33	-0.80	0.27	-0.42	0.83	
1661.00	600.00	15.38	15.24	-2.42	0.23	-0.41	0.84	
1724.00	600.00	18.26	15.04	-5.02	0.13	-0.38	0.78	
1787.00	600.00	21.29	14.81	-8.05	-0.01	-0.35	0.64	
968.00	663.00	-13.01	12.42	-4.61	0.30	-0.28	0.20	
1031.00	663.00	-10.26	12.64	-2.29	0.34	-0.31	0.34	
1094.00	663.00	-7.61	12.65	-0.48	0.41	-0.36	0.44	
1157.00	663.00	-5.03	12.96	1.22	0.47	-0.44	0.55	
1220.00	663.00	-2.51	13.11	2.37	0.42	-0.48	0.54	
1283.00	663.00	-0.02	13.09	2.35	0.38	-0.49	0.63	
1346.00	663.00	2.48	13.01	1.77	0.38	-0.50	0.75	
1409.00	663.00	5.00	12.97	1.40	0.37	-0.48	0.88	
1472.00	663.00	7.50	12.97	1.37	0.35	-0.45	0.93	
1535.00	663.00	10.07	12.92	0.59	0.35	-0.44	0.97	
1598.00	663.00	12.67	12.85	-0.36	0.31	-0.42	0.97	
1661.00	663.00	15.37	12.70	-1.90	0.28	-0.40	0.92	
1724.00	663.00	18.28	12.43	-4.79	0.13	-0.38	0.82	
1787.00	663.00	21.27	12.20	-7.51	0.02	-0.32	0.72	
1850.00	663.00	24.40	11.92	-10.51	0.00	-0.30	0.71	
968.00	726.00	-12.91	9.99	-2.87	0.35	-0.27	0.14	
1031.00	726.00	-10.15	10.27	-0.13	0.40	-0.28	0.24	
1094.00	726.00	-7.55	10.46	1.31	0.54	-0.33	0.50	
1157.00	726.00	-5.02	10.50	1.79	0.54	-0.42	0.53	
1220.00	726.00	-2.51	10.61	2.51	0.45	-0.46	0.51	
1283.00	726.00	-0.01	10.55	2.16	0.42	-0.47	0.72	
1346.00	726.00	2.50	10.45	1.46	0.45	-0.49	0.93	
1409.00	726.00	5.01	10.46	1.53	0.44	-0.47	1.05	
1472.00	726.00	7.53	10.44	1.29	0.44	-0.47	1.13	
1535.00	726.00	10.09	10.39	0.61	0.43	-0.46	1.16	
1598.00	726.00	12.71	10.28	-0.38	0.39	-0.43	1.12	
1661.00	726.00	15.42	10.12	-1.97	0.33	-0.41	1.09	
1724.00	726.00	18.31	9.83	-4.56	0.20	-0.38	0.98	
1787.00	726.00	21.33	9.51	-7.52	0.03	-0.31	0.79	
968.00	789.00	-12.83	7.56	-1.40	0.40	-0.25	0.10	
1031.00	789.00	-10.13	7.83	0.70	0.50	-0.26	0.26	
1094.00	789.00	-7.55	7.98	1.75	0.64	-0.29	0.51	
1157.00	789.00	-5.03	8.00	1.86	0.57	-0.38	0.50	
1220.00	789.00	-2.52	8.01	1.96	0.47	-0.42	0.62	
1283.00	789.00	-0.01	7.96	1.65	0.46	-0.45	0.90	
1346.00	789.00	2.51	7.92	1.34	0.50	-0.47	1.16	
1409.00	789.00	5.02	7.95	1.71	0.52	-0.45	1.29	
1472.00	789.00	7.55	7.91	1.28	0.54	-0.47	1.39	
1535.00	789.00	10.12	7.85	0.70	0.54	-0.47	1.39	
1598.00	789.00	12.75	7.71	-0.44	0.49	-0.46	1.35	
1661.00	789.00	15.47	7.51	-2.06	0.42	-0.43	1.27	
1724.00	789.00	18.41	7.14	-4.98	0.29	-0.38	1.17	
1787.00	789.00	21.35	6.88	-7.17	0.07	-0.30	0.86	
968.00	852.00	-12.84	5.00	-1.13	0.44	-0.23	0.09	
1031.00	852.00	-10.16	5.26	0.61	0.57	-0.23	0.27	
1094.00	852.00	-7.56	5.46	1.94	0.71	-0.26	0.53	
1157.00	852.00	-5.05	5.46	1.74	0.58	-0.35	0.53	
1220.00	852.00	-2.53	5.40	1.41	0.50	-0.41	0.79	
1283.00	852.00	-0.01	5.31	0.93	0.53	-0.47	1.16	
1346.00	852.00	2.53	5.32	0.88	0.61	-0.51	1.52	
1409.00	852.00	5.05	5.37	1.24	0.61	-0.46	1.63	
1472.00	852.00	7.59	5.32	1.01	0.66	-0.52	1.70	
1535.00	852.00	10.16	5.26	0.49	0.65	-0.53	1.65	
1598.00	852.00	12.81	5.10	-0.71	0.59	-0.52	1.57	
1661.00	852.00	15.57	4.85	-2.52	0.53	-0.46	1.47	
1724.00	852.00	18.50	4.45	-5.24	0.40	-0.38	1.36	
1787.00	852.00	21.45	4.15	-7.44	0.06	-0.28	0.82	
968.00	915.00	-12.85	2.45	-0.77	0.49	-0.20	0.14	
1031.00	915.00	-10.21	2.61	0.32	0.63	-0.20	0.30	
1094.00	915.00	-7.60	2.84	1.43	0.70	-0.24	0.51	
1157.00	915.00	-5.07	2.85	1.35	0.57	-0.33	0.55	
1220.00	915.00	-2.55	2.71	0.66	0.55	-0.42	1.05	
1283.00	915.00	-0.00	2.65	0.32	0.62	-0.52	1.57	
1346.00	915.00	2.54	2.71	0.62	0.70	-0.55	1.92	
1409.00	915.00	5.07	2.78	1.05	0.69	-0.52	1.98	
1472.00	915.00	7.62	2.74	0.83	0.80	-0.58	2.05	
1535.00	915.00	10.21	2.65	0.21	0.76	-0.62	1.91	
1598.00	915.00	12.88	2.44	-1.08	0.70	-0.60	1.78	
1661.00	915.00	15.69	2.11	-3.28	0.67	-0.52	1.72	
1724.00	915.00	18.62	1.69	-5.78	0.43	-0.40	1.39	
1787.00	915.00	21.56	1.39	-7.77	-0.01	-0.25	0.63	
1031.00	978.00	-10.27	-0.05	-0.18	0.73	-0.15	0.45	
1094.00	978.00	-7.67	0.10	0.38	0.77	-0.20	0.65	
1157.00	978.00	-5.10	0.23	1.01	0.56	-0.33	0.58	
1220.00	978.00	-2.56	0.13	0.57	0.52	-0.44	1.16	
1283.00	978.00	0.00	0.00	0.00	0.63	-0.54	1.91	
1346.00	978.00	2.55	0.13	0.69	0.69	-0.60	2.18	
1409.00	978.00	5.10	0.16	0.85	0.81	-0.63	2.39	
1472.00	978.00	7.65	0.14	0.72	0.89	-0.68	2.30	
1535.00	978.00	10.25	0.05	0.19	0.85	-0.71	2.11	
1598.00	978.00	12.95	-0.22	-1.35	0.79	-0.69	1.94	
1661.00	978.00	15.81	-0.68	-3.89	0.82	-0.59	1.87	
1724.00	978.00	18.72	-1.08	-6.17	0.39	-0.39	1.19	
1787.00	978.00	21.67	-1.42	-8.10	0.11	-0.23	0.80	
1031.00	1041.00	-10.29	-2.61	0.01	0.68	-0.13	0.44	
1094.00	1041.00	-7.70	-2.53	0.29	0.73	-0.16	0.56	
1157.00	1041.00	-5.12	-2.47	0.58	0.58	-0.31	0.69	
1220.00	1041.00	-2.57	-2.53	0.28	0.51	-0.44	1.33	
1283.00	1041.00	0.00	-2.53	0.33	0.57	-0.56	2.03	
1346.00	1041.00	2.55	-2.40	1.04	0.64	-0.70	2.33	
1409.00	1041.00	5.10	-2.35	1.23	0.84	-0.76	2.63	
1472.00	1041.00	7.67	-2.42	0.91	0.95	-0.79	2.46	
1535.00	1041.00	10.27	-2.52	0.38	0.91	-0.81	2.23	
1598.00	1041.00	13.00	-2.89	-1.46	0.90	-0.77	2.06	
1661.00	1041.00	15.90	-3.43	-4.30	0.96	-0.63	1.93	
1724.00	1041.00	18.80	-3.85	-6.35	0.48	-0.38	1.20	
1094.00	1104.00	-7.72	-5.13	0.35	0.66	-0.12	0.48	
1157.00	1104.00	-5.14	-5.11	0.50	0.57	-0.27	0.72	
1220.00	1104.00	-2.57	-5.13	0.43	0.48	-0.43	1.24	
1283.00	1104.00	0.00	-5.12	0.54	0.53	-0.58	1.95	
1346.00	1104.00	2.55	-4.95	1.38	0.57	-0.79	2.27	
1409.00	1104.00	5.10	-4.85	1.77	0.69	-0.91	2.58	
1472.00	1104.00	7.68	-4.97	1.21	0.94	-0.91	2.48	
1535.00	1104.00	10.30	-5.12	0.45	0.97	-0.89	2.33	
1598.00	1104.00	13.04	-5.52	-1.42	1.04	-0.86	2.17	
1661.00	1104.00	15.93	-6.09	-4.05	1.07	-0.67	1.97	
1724.00	1104.00	18.87	-6.60	-6.36	0.51	-0.40	1.14	
1094.00	1167.00	-7.74	-7.76	0.44	0.58	-0.07	0.39	
1157.00	1167.00	-5.16	-7.81	0.20	0.53	-0.22	0.68	
1220.00	1167.00	-2.58	-7.84	0.14	0.43	-0.41	1.05	
1283.00	1167.00	0.00	-7.71	0.73	0.48	-0.58	1.64	
1346.00	1167.00	2.56	-7.53	1.57	0.51	-0.82	1.96	
1409.00	1167.00	5.11	-7.45	1.84	0.61	-0.98	2.27	
1472.00	1167.00	7.72	-7.66	0.98	0.82	-1.13	2.20	
1535.00	1167.00	10.37	-7.88	-0.03	0.92	-1.08	2.15	
1598.00	1167.00	13.08	-8.21	-1.40	1.01	-0.99	2.03	
1661.00	1167.00	16.00	-8.84	-4.25	0.88	-0.66	1.61	
1094.00	1230.00	-7.75	-10.37	0.70	0.41	-0.07	0.30	
1157.00	1230.00	-5.17	-10.40	0.45	0.44	-0.17	0.61	
1220.00	1230.00	-2.58	-10.39	0.51	0.34	-0.38	0.79	
1283.00	1230.00	0.00	-10.26	1.05	0.36	-0.57	1.16	
1346.00	1230.00	2.57	-10.11	1.69	0.40	-0.82	1.50	
1409.00	1230.00	5.14	-10.11	1.73	0.50	-0.97	1.76	
1472.00	1230.00	7.71	-10.15	1.56	0.65	-1.08	1.77	
1535.00	1230.00	10.40	-10.53	0.04	0.64	-1.06	1.62	
1598.00	1230.00	13.21	-11.11	-2.37	0.71	-0.92	1.58	
1661.00	1230.00	16.06	-11.59	-4.32	0.71	-0.57	1.33	
1031.00	1293.00	-10.35	-12.98	1.02	0.21	-0.03	0.22	
1094.00	1293.00	-7.76	-12.95	1.08	0.23	-0.08	0.23	
1157.00	1293.00	-5.16	-12.88	1.21	0.17	-0.26	0.28	
1220.00	1293.00	-2.58	-12.85	1.23	0.18	-0.42	0.44	
1283.00	1293.00	0.00	-12.79	1.53	0.24	-0.58	0.61	
1346.00	1293.00	2.58	-12.71	1.88	0.28	-0.80	0.90	
1409.00	1293.00	5.15	-12.74	1.78	0.36	-0.95	1.16	
1472.00	1293.00	7.76	-12.91	1.16	0.45	-1.00	1.19	
1535.00	1293.00	10.44	-13.23	-0.11	0.40	-1.02	0.96	
1598.00	1293.00	13.27	-13.89	-2.56	0.53	-0.80	1.17	
1661.00	1293.00	16.07	-14.24	-3.85	0.37	-0.57	0.62	
1031.00	1356.00	-10.36	-15.56	1.33	-0.02	-0.05	0.06	
1094.00	1356.00	-7.74	-15.37	1.94	-0.01	-0.18	0.06	
1157.00	1356.00	-5.15	-15.23	2.35	0.04	-0.35	0.16	
1220.00	1356.00	-2.57	-15.17	2.41	0.04	-0.48	0.15	
1283.00	1356.00	0.00	-15.24	2.28	0.07	-0.65	0.02	
1346.00	1356.00	2.57	-15.22	2.41	0.13	-0.80	0.26	
1409.00	1356.00	5.16	-15.34	2.01	0.01	-0.93	0.15	
1472.00	1356.00	7.79	-15.59	1.13	0.07	-0.96	0.24	
1535.00	1356.00	10.50	-16.00	-0.36	0.03	-0.93	0.13	
1598.00	1356.00	13.33	-16.65	-2.66	0.09	-0.74	0.27	
1661.00	1356.00	16.15	-17.08	-4.12	0.10	-0.56	0.06	
1031.00	1419.00	-10.37	-18.08	1.82	-0.19	-0.12	-0.05	
1094.00	1419.00	-7.72	-17.74	2.84	-0.11	-0.29	0.01	
1157.00	1419.00	-5.13	-17.57	3.43	-0.06	-0.45	-0.00	
1220.00	1419.00	-2.57	-17.63	3.28	-0.08	-0.58	-0.18	
1283.00	1419.00	0.00	-17.61	3.32	-0.07	-0.78	-0.39	
1346.00	1419.00	2.57	-17.72	3.01	-0.09	-0.86	-0.44	
1409.00	1419.00	5.18	-17.96	2.23	-0.20	-0.86	-0.54	
1472.00	1419.00	7.82	-18.28	1.19	-0.30	-0.85	-0.65	
1535.00	1419.00	10.54	-18.72	-0.31	-0.37	-0.83	-0.67	
1598.00	1419.00	13.35	-19.32	-2.39	-0.24	-0.68	-0.36	
1661.00	1419.00	16.18	-19.75	-3.78	-0.13	-0.59	-0.47	
968.00	1482.00	-12.95	-20.58	2.52	-0.31	-0.12	-0.23	
1031.00	1482.00	-10.38	-20.68	2.16	-0.32	-0.21	-0.25	
1094.00	1482.00	-7.73	-20.35	3.12	-0.22	-0.36	-0.21	
1157.00	1482.00	-5.14	-20.26	3.49	-0.18	-0.50	-0.34	
1220.00	1482.00	-2.57	-20.21	3.58	-0.20	-0.62	-0.62	
1283.00	1482.00	-0.00	-20.12	3.92	-0.18	-0.82	-0.79	
1346.00	1482.00	2.57	-20.22	3.59	-0.30	-0.86	-1.05	
1409.00	1482.00	5.17	-20.46	2.90	-0.48	-0.85	-1.33	
1472.00	1482.00	7.82	-20.77	1.81	-0.57	-0.80	-1.31	
1535.00	1482.00	10.56	-21.37	-0.09	-0.64	-0.72	-1.21	
1598.00	1482.00	13.36	-21.96	-1.91	-0.55	-0.74	-1.03	
1661.00	1482.00	16.25	-22.58	-3.88	-0.20	-0.50	-0.69	
1724.00	1482.00	19.10	-22.96	-5.05	0.08	-0.26	-0.36	
968.00	1545.00	-12.96	-23.13	2.99	-0.47	-0.18	-0.43	
1031.00	1545.00	-10.40	-23.28	2.45	-0.46	-0.26	-0.43	
1094.00	1545.00	-7.76	-23.07	3.13	-0.40	-0.34	-0.52	
1157.00	1545.00	-5.17	-23.10	3.03	-0.42	-0.43	-0.82	
1220.00	1545.00	-2.58	-23.07	3.10	-0.42	-0.54	-1.10	
1283.00	1545.00	0.00	-23.04	3.20	-0.52	-0.72	-1.57	
1346.00	1545.00	2.59	-22.98	3.47	-0.58	-0.83	-1.74	
1409.00	1545.00	5.18	-23.01	3.29	-0.70	-0.84	-1.90	
1472.00	1545.00	7.84	-23.50	1.86	-0.85	-0.83	-1.85	
1535.00	1545.00	10.58	-24.05	0.15	-0.90	-0.76	-1.73	
1598.00	1545.00	13.43	-24.82	-2.16	-0.66	-0.66	-1.39	
1661.00	1545.00	16.36	-25.57	-4.33	-0.31	-0.48	-0.99	
1724.00	1545.00	19.23	-25.94	-5.52	0.02	-0.33	-0.48	
968.00	1608.00	-12.95	-25.62	3.62	-0.55	-0.23	-0.57	
1031.00	1608.00	-10.39	-25.82	3.03	-0.51	-0.28	-0.53	
1094.00	1608.00	-7.77	-25.62	3.57	-0.48	-0.33	-0.68	
1157.00	1608.00	-5.19	-25.76	3.17	-0.52	-0.39	-1.05	
1220.00	1608.00	-2.59	-25.85	2.92	-0.61	-0.49	-1.56	
1283.00	1608.00	0.01	-25.79	3.11	-0.65	-0.57	-1.99	
1346.00	1608.00	2.60	-25.77	3.21	-0.77	-0.67	-2.30	
1409.00	1608.00	5.22	-25.93	2.76	-0.90	-0.71	-2.43	
1472.00	1608.00	7.88	-26.30	1.72	-0.99	-0.64	-2.38	
1535.00	1608.00	10.63	-26.90	0.02	-0.96	-0.63	-2.17	
1598.00	1608.00	13.49	-27.67	-2.19	-0.62	-0.52	-1.59	
1661.00	1608.00	16.44	-28.47	-4.53	-0.22	-0.39	-1.00	
1724.00	1608.00	19.33	-28.89	-5.72	-0.03	-0.32	-0.64	
905.00	1671.00	-15.59	-28.32	3.77	-0.46	-0.18	-0.53	
968.00	1671.00	-12.95	-28.16	4.16	-0.57	-0.28	-0.67	
1031.00	1671.00	-10.38	-28.29	3.75	-0.53	-0.30	-0.64	
1094.00	1671.00	-7.77	-28.19	4.05	-0.50	-0.31	-0.80	
1157.00	1671.00	-5.19	-28.33	3.66	-0.56	-0.36	-1.20	
1220.00	1671.00	-2.59	-28.39	3.49	-0.62	-0.41	-1.64	
1283.00	1671.00	0.01	-28.35	3.62	-0.69	-0.48	-2.11	
1346.00	1671.00	2.61	-28.41	3.46	-0.77	-0.50	-2.37	
1409.00	1671.00	5.24	-28.64	2.88	-0.94	-0.54	-2.55	
1472.00	1671.00	7.91	-29.02	1.88	-1.01	-0.54	-2.50	
1535.00	1671.00	10.65	-29.60	0.32	-0.92	-0.52	-2.22	
1598.00	1671.00	13.52	-30.41	-1.94	-0.59	-0.42	-1.61	
1661.00	1671.00	16.46	-31.20	-4.10	-0.25	-0.34	-1.08	
1724.00	1671.00	19.37	-31.69	-5.42	-0.02	-0.28	-0.69	
905.00	1734.00	-15.60	-30.90	4.18	-0.44	-0.20	-0.62	
968.00	1734.00	-12.94	-30.66	4.87	-0.55	-0.30	-0.74	
1031.00	1734.00	-10.37	-30.77	4.51	-0.53	-0.30	-0.71	
1094.00	1734.00	-7.77	-30.69	4.71	-0.49	-0.29	-0.86	
1157.00	1734.00	-5.19	-30.80	4.41	-0.52	-0.31	-1.20	
1220.00	1734.00	-2.59	-30.81	4.38	-0.56	-0.33	-1.56	
1283.00	1734.00	0.01	-30.80	4.42	-0.59	-0.34	-1.90	
1346.00	1734.00	2.61	-30.93	4.12	-0.71	-0.34	-2.17	
1409.00	1734.00	5.24	-31.22	3.39	-0.82	-0.37	-2.28	
1472.00	1734.00	7.91	-31.61	2.42	-0.89	-0.39	-2.28	
1535.00	1734.00	10.64	-32.14	1.04	-0.83	-0.38	-2.06	
1598.00	1734.00	13.50	-32.95	-1.06	-0.55	-0.31	-1.51	
1661.00	1734.00	16.44	-33.82	-3.35	-0.25	-0.28	-1.06	
