Date : 2024/09/17 16:56:10
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 11
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1346.00	285.00	2.55	27.85	-3.83	0.21	-0.29	0.86	
1409.00	285.00	5.11	27.86	-4.00	0.22	-0.28	0.86	
1472.00	285.00	7.68	27.88	-4.25	0.23	-0.29	0.88	
1535.00	285.00	10.34	27.89	-5.72	0.22	-0.27	0.83	
1598.00	285.00	13.09	27.91	-7.69	0.19	-0.26	0.77	
1661.00	285.00	15.89	27.94	-9.42	0.19	-0.26	0.76	
1724.00	285.00	18.83	27.97	-11.89	0.14	-0.24	0.69	
1787.00	285.00	21.89	28.00	-14.62	0.10	-0.21	0.67	
905.00	348.00	-16.12	25.22	-11.98	0.23	-0.13	0.48	
968.00	348.00	-13.24	25.22	-9.50	0.19	-0.17	0.57	
1031.00	348.00	-10.49	25.21	-8.06	0.20	-0.20	0.66	
1094.00	348.00	-7.79	25.21	-6.40	0.20	-0.21	0.73	
1157.00	348.00	-5.14	25.23	-4.64	0.21	-0.25	0.77	
1220.00	348.00	-2.55	25.32	-3.04	0.19	-0.29	0.76	
1283.00	348.00	-0.01	25.32	-2.44	0.21	-0.31	0.79	
1346.00	348.00	2.53	25.32	-2.54	0.21	-0.31	0.78	
1409.00	348.00	5.08	25.32	-2.73	0.22	-0.31	0.80	
1472.00	348.00	7.60	25.35	-2.39	0.21	-0.30	0.79	
1535.00	348.00	10.26	25.33	-4.23	0.21	-0.29	0.79	
1598.00	348.00	12.96	25.35	-5.73	0.21	-0.28	0.77	
1661.00	348.00	15.73	25.35	-7.48	0.19	-0.28	0.73	
1724.00	348.00	18.68	25.32	-10.15	0.14	-0.26	0.65	
1787.00	348.00	21.76	25.30	-13.18	0.08	-0.23	0.57	
842.00	411.00	-18.76	22.55	-10.99	0.25	-0.05	0.15	
905.00	411.00	-16.14	22.50	-11.72	0.21	-0.11	0.41	
968.00	411.00	-13.29	22.55	-9.78	0.19	-0.16	0.55	
1031.00	411.00	-10.52	22.60	-8.07	0.18	-0.20	0.60	
1094.00	411.00	-7.79	22.66	-5.97	0.21	-0.23	0.70	
1157.00	411.00	-5.12	22.74	-3.62	0.20	-0.26	0.69	
1220.00	411.00	-2.54	22.81	-1.92	0.21	-0.30	0.72	
1283.00	411.00	-0.01	22.85	-1.14	0.21	-0.33	0.72	
1346.00	411.00	2.52	22.86	-1.38	0.20	-0.33	0.72	
1409.00	411.00	5.05	22.84	-1.71	0.21	-0.32	0.73	
1472.00	411.00	7.57	22.85	-1.43	0.21	-0.32	0.75	
1535.00	411.00	10.22	22.80	-3.21	0.20	-0.30	0.75	
1598.00	411.00	12.91	22.81	-4.70	0.19	-0.28	0.72	
1661.00	411.00	15.63	22.81	-6.10	0.19	-0.28	0.70	
1724.00	411.00	18.54	22.72	-8.62	0.17	-0.26	0.70	
1787.00	411.00	21.62	22.63	-11.76	0.07	-0.24	0.53	
842.00	474.00	-18.76	19.89	-10.61	0.19	-0.03	0.04	
905.00	474.00	-16.11	19.84	-11.00	0.18	-0.09	0.31	
968.00	474.00	-13.30	19.89	-9.49	0.18	-0.15	0.48	
1031.00	474.00	-10.49	20.03	-7.15	0.20	-0.19	0.56	
1094.00	474.00	-7.73	20.21	-4.37	0.20	-0.24	0.59	
1157.00	474.00	-5.10	20.25	-2.56	0.22	-0.28	0.65	
1220.00	474.00	-2.53	20.36	-0.56	0.22	-0.32	0.67	
1283.00	474.00	-0.01	20.42	0.29	0.22	-0.35	0.67	
1346.00	474.00	2.50	20.40	-0.11	0.21	-0.34	0.66	
1409.00	474.00	5.02	20.36	-0.48	0.22	-0.34	0.70	
1472.00	474.00	7.53	20.41	-0.37	0.21	-0.32	0.72	
1535.00	474.00	10.16	20.34	-1.98	0.21	-0.30	0.74	
1598.00	474.00	12.83	20.27	-3.40	0.21	-0.29	0.71	
1661.00	474.00	15.56	20.23	-4.98	0.19	-0.28	0.69	
1724.00	474.00	18.43	20.16	-7.25	0.16	-0.27	0.66	
1787.00	474.00	21.47	20.01	-10.27	0.06	-0.25	0.52	
842.00	537.00	-18.66	17.35	-9.28	0.15	-0.04	-0.25	
905.00	537.00	-16.03	17.27	-9.75	0.09	-0.09	-0.03	
968.00	537.00	-13.25	17.32	-8.51	0.15	-0.15	0.37	
1031.00	537.00	-10.39	17.58	-5.17	0.21	-0.21	0.46	
1094.00	537.00	-7.69	17.70	-2.97	0.22	-0.25	0.51	
1157.00	537.00	-5.07	17.79	-1.13	0.24	-0.31	0.56	
1220.00	537.00	-2.52	17.85	0.33	0.23	-0.35	0.59	
1283.00	537.00	-0.02	17.98	1.43	0.21	-0.36	0.59	
1346.00	537.00	2.48	17.98	1.26	0.22	-0.35	0.63	
1409.00	537.00	5.00	17.94	0.51	0.22	-0.34	0.67	
1472.00	537.00	7.50	17.94	0.66	0.21	-0.32	0.70	
1535.00	537.00	10.10	17.89	-0.76	0.22	-0.30	0.73	
1598.00	537.00	12.73	17.82	-1.89	0.22	-0.29	0.69	
1661.00	537.00	15.46	17.72	-3.61	0.20	-0.28	0.70	
1724.00	537.00	18.29	17.60	-5.72	0.16	-0.27	0.65	
1787.00	537.00	21.37	17.41	-9.06	0.05	-0.26	0.53	
905.00	600.00	-15.89	14.76	-7.88	0.15	-0.12	-0.02	
968.00	600.00	-13.14	14.85	-6.59	0.18	-0.16	0.25	
1031.00	600.00	-10.33	15.08	-3.73	0.22	-0.22	0.40	
1094.00	600.00	-7.67	15.15	-2.16	0.24	-0.26	0.44	
1157.00	600.00	-5.05	15.38	0.13	0.27	-0.31	0.50	
1220.00	600.00	-2.51	15.49	1.58	0.25	-0.35	0.52	
1283.00	600.00	-0.02	15.57	2.23	0.23	-0.36	0.55	
1346.00	600.00	2.48	15.50	1.59	0.22	-0.35	0.58	
1409.00	600.00	4.99	15.46	1.14	0.23	-0.33	0.68	
1472.00	600.00	7.48	15.49	1.32	0.22	-0.31	0.71	
1535.00	600.00	10.06	15.42	0.32	0.24	-0.30	0.76	
1598.00	600.00	12.67	15.33	-0.80	0.24	-0.28	0.71	
1661.00	600.00	15.38	15.24	-2.42	0.22	-0.28	0.72	
1724.00	600.00	18.26	15.04	-5.02	0.15	-0.27	0.66	
1787.00	600.00	21.29	14.81	-8.05	0.05	-0.26	0.55	
968.00	663.00	-13.01	12.42	-4.61	0.21	-0.17	0.19	
1031.00	663.00	-10.26	12.64	-2.29	0.23	-0.20	0.31	
1094.00	663.00	-7.61	12.65	-0.48	0.28	-0.25	0.39	
1157.00	663.00	-5.03	12.96	1.22	0.31	-0.31	0.47	
1220.00	663.00	-2.51	13.11	2.37	0.28	-0.34	0.47	
1283.00	663.00	-0.02	13.09	2.35	0.25	-0.35	0.53	
1346.00	663.00	2.48	13.01	1.77	0.25	-0.34	0.61	
1409.00	663.00	5.00	12.97	1.40	0.26	-0.32	0.71	
1472.00	663.00	7.50	12.97	1.37	0.24	-0.30	0.75	
1535.00	663.00	10.07	12.92	0.59	0.26	-0.29	0.79	
1598.00	663.00	12.67	12.85	-0.36	0.25	-0.28	0.80	
1661.00	663.00	15.37	12.70	-1.90	0.24	-0.27	0.74	
1724.00	663.00	18.28	12.43	-4.79	0.13	-0.26	0.67	
1787.00	663.00	21.27	12.20	-7.51	0.05	-0.24	0.58	
968.00	726.00	-12.91	9.99	-2.87	0.24	-0.17	0.15	
1031.00	726.00	-10.15	10.27	-0.13	0.27	-0.19	0.22	
1094.00	726.00	-7.55	10.46	1.31	0.36	-0.22	0.42	
1157.00	726.00	-5.02	10.50	1.79	0.35	-0.29	0.45	
1220.00	726.00	-2.51	10.61	2.51	0.30	-0.33	0.44	
1283.00	726.00	-0.01	10.55	2.16	0.28	-0.33	0.55	
1346.00	726.00	2.50	10.45	1.46	0.29	-0.33	0.67	
1409.00	726.00	5.01	10.46	1.53	0.28	-0.32	0.77	
1472.00	726.00	7.53	10.44	1.29	0.29	-0.31	0.84	
1535.00	726.00	10.09	10.39	0.61	0.30	-0.29	0.88	
1598.00	726.00	12.71	10.28	-0.38	0.29	-0.27	0.87	
1661.00	726.00	15.42	10.12	-1.97	0.26	-0.27	0.84	
1724.00	726.00	18.31	9.83	-4.56	0.16	-0.26	0.74	
1787.00	726.00	21.33	9.51	-7.52	0.02	-0.23	0.59	
968.00	789.00	-12.83	7.56	-1.40	0.28	-0.17	0.14	
1031.00	789.00	-10.13	7.83	0.70	0.33	-0.18	0.23	
1094.00	789.00	-7.55	7.98	1.75	0.42	-0.21	0.41	
1157.00	789.00	-5.03	8.00	1.86	0.38	-0.28	0.42	
1220.00	789.00	-2.52	8.01	1.96	0.32	-0.30	0.47	
1283.00	789.00	-0.01	7.96	1.65	0.30	-0.32	0.61	
1346.00	789.00	2.51	7.92	1.34	0.32	-0.33	0.76	
1409.00	789.00	5.02	7.95	1.71	0.31	-0.31	0.87	
1472.00	789.00	7.55	7.91	1.28	0.33	-0.30	0.96	
1535.00	789.00	10.12	7.85	0.70	0.35	-0.30	1.00	
1598.00	789.00	12.75	7.71	-0.44	0.34	-0.29	0.99	
1661.00	789.00	15.47	7.51	-2.06	0.30	-0.28	0.93	
1724.00	789.00	18.41	7.14	-4.98	0.18	-0.26	0.82	
1787.00	789.00	21.35	6.88	-7.17	0.01	-0.23	0.60	
968.00	852.00	-12.84	5.00	-1.13	0.32	-0.16	0.15	
1031.00	852.00	-10.16	5.26	0.61	0.39	-0.17	0.25	
1094.00	852.00	-7.56	5.46	1.94	0.47	-0.20	0.43	
1157.00	852.00	-5.05	5.46	1.74	0.41	-0.26	0.43	
1220.00	852.00	-2.53	5.40	1.41	0.35	-0.29	0.54	
1283.00	852.00	-0.01	5.31	0.93	0.36	-0.33	0.73	
1346.00	852.00	2.53	5.32	0.88	0.39	-0.35	0.94	
1409.00	852.00	5.05	5.37	1.24	0.36	-0.31	1.03	
1472.00	852.00	7.59	5.32	1.01	0.39	-0.32	1.11	
1535.00	852.00	10.16	5.26	0.49	0.40	-0.32	1.12	
1598.00	852.00	12.81	5.10	-0.71	0.38	-0.32	1.09	
1661.00	852.00	15.57	4.85	-2.52	0.34	-0.30	1.02	
1724.00	852.00	18.50	4.45	-5.24	0.20	-0.26	0.91	
1787.00	852.00	21.45	4.15	-7.44	-0.05	-0.21	0.56	
968.00	915.00	-12.85	2.45	-0.77	0.38	-0.15	0.19	
1031.00	915.00	-10.21	2.61	0.32	0.45	-0.16	0.28	
1094.00	915.00	-7.60	2.84	1.43	0.48	-0.20	0.40	
1157.00	915.00	-5.07	2.85	1.35	0.41	-0.25	0.45	
1220.00	915.00	-2.55	2.71	0.66	0.39	-0.31	0.67	
1283.00	915.00	-0.00	2.65	0.32	0.43	-0.37	0.94	
1346.00	915.00	2.54	2.71	0.62	0.45	-0.37	1.13	
1409.00	915.00	5.07	2.78	1.05	0.40	-0.34	1.20	
1472.00	915.00	7.62	2.74	0.83	0.46	-0.36	1.28	
1535.00	915.00	10.21	2.65	0.21	0.45	-0.36	1.24	
1598.00	915.00	12.88	2.44	-1.08	0.42	-0.36	1.19	
1661.00	915.00	15.69	2.11	-3.28	0.37	-0.33	1.13	
1724.00	915.00	18.62	1.69	-5.78	0.14	-0.27	0.88	
1787.00	915.00	21.56	1.39	-7.77	-0.12	-0.19	0.45	
1031.00	978.00	-10.27	-0.05	-0.18	0.57	-0.13	0.42	
1094.00	978.00	-7.67	0.10	0.38	0.54	-0.18	0.50	
1157.00	978.00	-5.10	0.23	1.01	0.41	-0.25	0.46	
1220.00	978.00	-2.56	0.13	0.57	0.40	-0.32	0.79	
1283.00	978.00	0.00	0.00	0.00	0.47	-0.38	1.14	
1346.00	978.00	2.55	0.13	0.69	0.48	-0.40	1.28	
1409.00	978.00	5.10	0.16	0.85	0.49	-0.39	1.41	
1472.00	978.00	7.65	0.14	0.72	0.50	-0.41	1.39	
1535.00	978.00	10.25	0.05	0.19	0.48	-0.41	1.34	
1598.00	978.00	12.95	-0.22	-1.35	0.44	-0.40	1.26	
1661.00	978.00	15.81	-0.68	-3.89	0.36	-0.37	1.16	
1724.00	978.00	18.72	-1.08	-6.17	0.05	-0.28	0.73	
1787.00	978.00	21.67	-1.42	-8.10	-0.08	-0.17	0.54	
1031.00	1041.00	-10.29	-2.61	0.01	0.56	-0.12	0.42	
1094.00	1041.00	-7.70	-2.53	0.29	0.55	-0.17	0.46	
1157.00	1041.00	-5.12	-2.47	0.58	0.43	-0.26	0.55	
1220.00	1041.00	-2.57	-2.53	0.28	0.40	-0.32	0.99	
1283.00	1041.00	0.00	-2.53	0.33	0.46	-0.38	1.31	
1346.00	1041.00	2.55	-2.40	1.04	0.51	-0.40	1.48	
1409.00	1041.00	5.10	-2.35	1.23	0.54	-0.42	1.54	
1472.00	1041.00	7.67	-2.42	0.91	0.55	-0.44	1.50	
1535.00	1041.00	10.27	-2.52	0.38	0.50	-0.46	1.40	
1598.00	1041.00	13.00	-2.89	-1.46	0.43	-0.44	1.30	
1661.00	1041.00	15.90	-3.43	-4.30	0.37	-0.38	1.20	
1724.00	1041.00	18.80	-3.85	-6.35	0.09	-0.26	0.75	
1094.00	1104.00	-7.72	-5.13	0.35	0.57	-0.13	0.49	
1157.00	1104.00	-5.14	-5.11	0.50	0.45	-0.24	0.65	
1220.00	1104.00	-2.57	-5.13	0.43	0.38	-0.32	1.10	
1283.00	1104.00	0.00	-5.12	0.54	0.43	-0.38	1.49	
1346.00	1104.00	2.55	-4.95	1.38	0.50	-0.37	1.68	
1409.00	1104.00	5.10	-4.85	1.77	0.56	-0.41	1.76	
1472.00	1104.00	7.68	-4.97	1.21	0.58	-0.47	1.63	
1535.00	1104.00	10.30	-5.12	0.45	0.52	-0.49	1.47	
1598.00	1104.00	13.04	-5.52	-1.42	0.45	-0.47	1.32	
1661.00	1104.00	15.93	-6.09	-4.05	0.43	-0.36	1.25	
1724.00	1104.00	18.87	-6.60	-6.36	0.16	-0.25	0.76	
1094.00	1167.00	-7.74	-7.76	0.44	0.60	-0.08	0.47	
1157.00	1167.00	-5.16	-7.81	0.20	0.46	-0.21	0.74	
1220.00	1167.00	-2.58	-7.84	0.14	0.34	-0.31	1.21	
1283.00	1167.00	0.00	-7.71	0.73	0.36	-0.33	1.78	
1346.00	1167.00	2.56	-7.53	1.57	0.43	-0.37	1.94	
1409.00	1167.00	5.11	-7.45	1.84	0.59	-0.41	2.08	
1472.00	1167.00	7.72	-7.66	0.98	0.65	-0.49	1.78	
1535.00	1167.00	10.37	-7.88	-0.03	0.57	-0.50	1.56	
1598.00	1167.00	13.08	-8.21	-1.40	0.55	-0.47	1.47	
1661.00	1167.00	16.00	-8.84	-4.25	0.58	-0.34	1.35	
1094.00	1230.00	-7.75	-10.37	0.70	0.56	-0.07	0.44	
1157.00	1230.00	-5.17	-10.40	0.45	0.54	-0.14	0.92	
1220.00	1230.00	-2.58	-10.39	0.51	0.32	-0.29	1.24	
1283.00	1230.00	0.00	-10.26	1.05	0.28	-0.35	1.82	
1346.00	1230.00	2.57	-10.11	1.69	0.30	-0.52	1.96	
1409.00	1230.00	5.14	-10.11	1.73	0.62	-0.50	2.33	
1472.00	1230.00	7.71	-10.15	1.56	0.70	-0.55	1.93	
1535.00	1230.00	10.40	-10.53	0.04	0.65	-0.54	1.70	
1598.00	1230.00	13.21	-11.11	-2.37	0.72	-0.50	1.62	
1661.00	1230.00	16.06	-11.59	-4.32	0.79	-0.34	1.48	
1031.00	1293.00	-10.35	-12.98	1.02	0.41	-0.01	0.40	
1094.00	1293.00	-7.76	-12.95	1.08	0.46	-0.06	0.45	
1157.00	1293.00	-5.16	-12.88	1.21	0.33	-0.21	0.64	
1220.00	1293.00	-2.58	-12.85	1.23	0.25	-0.31	1.04	
1283.00	1293.00	0.00	-12.79	1.53	0.25	-0.41	1.56	
1346.00	1293.00	2.58	-12.71	1.88	0.27	-0.66	1.78	
1409.00	1293.00	5.15	-12.74	1.78	0.58	-0.68	2.21	
1472.00	1293.00	7.76	-12.91	1.16	0.69	-0.67	1.94	
1535.00	1293.00	10.44	-13.23	-0.11	0.73	-0.63	1.81	
1598.00	1293.00	13.27	-13.89	-2.56	0.95	-0.54	1.85	
1661.00	1293.00	16.07	-14.24	-3.85	0.75	-0.36	1.27	
1031.00	1356.00	-10.36	-15.56	1.33	0.24	-0.00	0.29	
1094.00	1356.00	-7.74	-15.37	1.94	0.22	-0.12	0.30	
1157.00	1356.00	-5.15	-15.23	2.35	0.17	-0.26	0.45	
1220.00	1356.00	-2.57	-15.17	2.41	0.16	-0.36	0.74	
1283.00	1356.00	0.00	-15.24	2.28	0.19	-0.50	1.05	
1346.00	1356.00	2.57	-15.22	2.41	0.24	-0.70	1.36	
1409.00	1356.00	5.16	-15.34	2.01	0.36	-0.80	1.56	
1472.00	1356.00	7.79	-15.59	1.13	0.55	-0.78	1.60	
1535.00	1356.00	10.50	-16.00	-0.36	0.67	-0.75	1.54	
1598.00	1356.00	13.33	-16.65	-2.66	0.69	-0.61	1.34	
1661.00	1356.00	16.15	-17.08	-4.12	0.47	-0.39	0.78	
1031.00	1419.00	-10.37	-18.08	1.82	0.03	-0.04	0.16	
1094.00	1419.00	-7.72	-17.74	2.84	0.04	-0.18	0.25	
1157.00	1419.00	-5.13	-17.57	3.43	0.05	-0.33	0.33	
1220.00	1419.00	-2.57	-17.63	3.28	0.05	-0.47	0.40	
1283.00	1419.00	0.00	-17.61	3.32	0.06	-0.65	0.51	
1346.00	1419.00	2.57	-17.72	3.01	0.10	-0.75	0.70	
1409.00	1419.00	5.18	-17.96	2.23	0.17	-0.76	0.84	
1472.00	1419.00	7.82	-18.28	1.19	0.23	-0.81	0.79	
1535.00	1419.00	10.54	-18.72	-0.31	0.26	-0.79	0.68	
1598.00	1419.00	13.35	-19.32	-2.39	0.27	-0.60	0.60	
1661.00	1419.00	16.18	-19.75	-3.78	0.20	-0.43	0.30	
968.00	1482.00	-12.95	-20.58	2.52	-0.06	-0.04	0.01	
1031.00	1482.00	-10.38	-20.68	2.16	-0.11	-0.11	-0.01	
1094.00	1482.00	-7.73	-20.35	3.12	-0.08	-0.24	0.07	
1157.00	1482.00	-5.14	-20.26	3.49	-0.06	-0.39	0.06	
1220.00	1482.00	-2.57	-20.21	3.58	-0.05	-0.50	-0.00	
1283.00	1482.00	-0.00	-20.12	3.92	-0.04	-0.71	0.04	
1346.00	1482.00	2.57	-20.22	3.59	-0.05	-0.74	0.03	
1409.00	1482.00	5.17	-20.46	2.90	-0.10	-0.76	-0.05	
1472.00	1482.00	7.82	-20.77	1.81	-0.09	-0.73	-0.01	
1535.00	1482.00	10.56	-21.37	-0.09	-0.14	-0.65	-0.08	
1598.00	1482.00	13.36	-21.96	-1.91	-0.09	-0.61	-0.04	
1661.00	1482.00	16.25	-22.58	-3.88	-0.01	-0.41	-0.13	
1724.00	1482.00	19.10	-22.96	-5.05	0.13	-0.16	0.02	
968.00	1545.00	-12.96	-23.13	2.99	-0.22	-0.09	-0.19	
1031.00	1545.00	-10.40	-23.28	2.45	-0.24	-0.16	-0.17	
1094.00	1545.00	-7.76	-23.07	3.13	-0.20	-0.23	-0.17	
1157.00	1545.00	-5.17	-23.10	3.03	-0.21	-0.32	-0.33	
1220.00	1545.00	-2.58	-23.07	3.10	-0.19	-0.43	-0.43	
1283.00	1545.00	0.00	-23.04	3.20	-0.24	-0.58	-0.67	
1346.00	1545.00	2.59	-22.98	3.47	-0.25	-0.69	-0.69	
1409.00	1545.00	5.18	-23.01	3.29	-0.33	-0.72	-0.76	
1472.00	1545.00	7.84	-23.50	1.86	-0.41	-0.73	-0.68	
1535.00	1545.00	10.58	-24.05	0.15	-0.46	-0.66	-0.70	
1598.00	1545.00	13.43	-24.82	-2.16	-0.34	-0.56	-0.58	
1661.00	1545.00	16.36	-25.57	-4.33	-0.14	-0.37	-0.44	
1724.00	1545.00	19.23	-25.94	-5.52	0.05	-0.24	-0.15	
968.00	1608.00	-12.95	-25.62	3.62	-0.31	-0.14	-0.33	
1031.00	1608.00	-10.39	-25.82	3.03	-0.30	-0.19	-0.27	
1094.00	1608.00	-7.77	-25.62	3.57	-0.28	-0.24	-0.34	
1157.00	1608.00	-5.19	-25.76	3.17	-0.28	-0.29	-0.54	
1220.00	1608.00	-2.59	-25.85	2.92	-0.33	-0.36	-0.86	
1283.00	1608.00	0.01	-25.79	3.11	-0.35	-0.43	-1.12	
1346.00	1608.00	2.60	-25.77	3.21	-0.43	-0.53	-1.30	
1409.00	1608.00	5.22	-25.93	2.76	-0.52	-0.56	-1.34	
1472.00	1608.00	7.88	-26.30	1.72	-0.60	-0.51	-1.33	
1535.00	1608.00	10.63	-26.90	0.02	-0.62	-0.51	-1.25	
1598.00	1608.00	13.49	-27.67	-2.19	-0.41	-0.41	-0.91	
1661.00	1608.00	16.44	-28.47	-4.53	-0.13	-0.29	-0.53	
1724.00	1608.00	19.33	-28.89	-5.72	-0.00	-0.23	-0.31	
905.00	1671.00	-15.59	-28.32	3.77	-0.24	-0.11	-0.34	
968.00	1671.00	-12.95	-28.16	4.16	-0.35	-0.19	-0.43	
1031.00	1671.00	-10.38	-28.29	3.75	-0.33	-0.22	-0.37	
1094.00	1671.00	-7.77	-28.19	4.05	-0.30	-0.23	-0.45	
1157.00	1671.00	-5.19	-28.33	3.66	-0.33	-0.27	-0.71	
1220.00	1671.00	-2.59	-28.39	3.49	-0.37	-0.32	-1.01	
1283.00	1671.00	0.01	-28.35	3.62	-0.41	-0.37	-1.32	
1346.00	1671.00	2.61	-28.41	3.46	-0.46	-0.39	-1.48	
1409.00	1671.00	5.24	-28.64	2.88	-0.60	-0.42	-1.60	
1472.00	1671.00	7.91	-29.02	1.88	-0.67	-0.43	-1.57	
1535.00	1671.00	10.65	-29.60	0.32	-0.64	-0.42	-1.40	
1598.00	1671.00	13.52	-30.41	-1.94	-0.40	-0.33	-1.01	
1661.00	1671.00	16.46	-31.20	-4.10	-0.17	-0.26	-0.66	
1724.00	1671.00	19.37	-31.69	-5.42	-0.01	-0.20	-0.40	
905.00	1734.00	-15.60	-30.90	4.18	-0.24	-0.12	-0.43	
968.00	1734.00	-12.94	-30.66	4.87	-0.35	-0.21	-0.52	
1031.00	1734.00	-10.37	-30.77	4.51	-0.35	-0.22	-0.46	
1094.00	1734.00	-7.77	-30.69	4.71	-0.32	-0.22	-0.54	
1157.00	1734.00	-5.19	-30.80	4.41	-0.33	-0.24	-0.75	
1220.00	1734.00	-2.59	-30.81	4.38	-0.36	-0.26	-1.01	
1283.00	1734.00	0.01	-30.80	4.42	-0.37	-0.28	-1.23	
1346.00	1734.00	2.61	-30.93	4.12	-0.44	-0.28	-1.41	
1409.00	1734.00	5.24	-31.22	3.39	-0.54	-0.30	-1.48	
1472.00	1734.00	7.91	-31.61	2.42	-0.61	-0.32	-1.47	
1535.00	1734.00	10.64	-32.14	1.04	-0.57	-0.32	-1.34	
1598.00	1734.00	13.50	-32.95	-1.06	-0.38	-0.26	-0.98	
1661.00	1734.00	16.44	-33.82	-3.35	-0.18	-0.22	-0.69	
1724.00	1734.00	19.36	-34.37	-4.78	-0.03	-0.20	-0.47	
