Date : 2024/09/17 16:56:12
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
Légende : 
	Niveau de référence : 0
	Niveau courant : 15
	Paramètres Q4 : 
		Taille d'un élément : 64
		Nombre maximum d'itérations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Opérateur : 
	Lieu : 
	Date : 
	Distance Caméras : 
	Angle caméras : 
	Distance du Capteur à l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1094.00	726.00	-7.55	10.46	1.31	0.56	-0.15	0.43	
1157.00	726.00	-5.02	10.50	1.79	0.52	-0.16	0.46	
1220.00	726.00	-2.51	10.61	2.51	0.50	-0.17	0.47	
1283.00	726.00	-0.01	10.55	2.16	0.52	-0.18	0.52	
1346.00	726.00	2.50	10.45	1.46	0.54	-0.16	0.59	
1409.00	726.00	5.01	10.46	1.53	0.52	-0.15	0.67	
1472.00	726.00	7.53	10.44	1.29	0.50	-0.16	0.73	
1535.00	726.00	10.09	10.39	0.61	0.48	-0.14	0.77	
1598.00	726.00	12.71	10.28	-0.38	0.42	-0.13	0.74	
1661.00	726.00	15.42	10.12	-1.97	0.29	-0.11	0.61	
1724.00	726.00	18.31	9.83	-4.56	0.09	-0.04	0.48	
1787.00	726.00	21.33	9.51	-7.52	-0.10	0.01	0.30	
968.00	789.00	-12.83	7.56	-1.40	0.42	-0.08	0.18	
1031.00	789.00	-10.13	7.83	0.70	0.46	-0.10	0.24	
1094.00	789.00	-7.55	7.98	1.75	0.51	-0.12	0.34	
1157.00	789.00	-5.03	8.00	1.86	0.45	-0.15	0.43	
1220.00	789.00	-2.52	8.01	1.96	0.45	-0.16	0.48	
1283.00	789.00	-0.01	7.96	1.65	0.47	-0.18	0.54	
1346.00	789.00	2.51	7.92	1.34	0.49	-0.18	0.59	
1409.00	789.00	5.02	7.95	1.71	0.48	-0.17	0.66	
1472.00	789.00	7.55	7.91	1.28	0.49	-0.19	0.73	
1535.00	789.00	10.12	7.85	0.70	0.46	-0.18	0.73	
1598.00	789.00	12.75	7.71	-0.44	0.42	-0.17	0.73	
1661.00	789.00	15.47	7.51	-2.06	0.30	-0.14	0.61	
1724.00	789.00	18.41	7.14	-4.98	0.09	-0.07	0.45	
1787.00	789.00	21.35	6.88	-7.17	-0.14	0.00	0.14	
968.00	852.00	-12.84	5.00	-1.13	0.39	-0.06	0.11	
1031.00	852.00	-10.16	5.26	0.61	0.42	-0.08	0.15	
1094.00	852.00	-7.56	5.46	1.94	0.44	-0.11	0.23	
1157.00	852.00	-5.05	5.46	1.74	0.39	-0.15	0.41	
1220.00	852.00	-2.53	5.40	1.41	0.40	-0.17	0.47	
1283.00	852.00	-0.01	5.31	0.93	0.44	-0.20	0.55	
1346.00	852.00	2.53	5.32	0.88	0.46	-0.21	0.64	
1409.00	852.00	5.05	5.37	1.24	0.41	-0.23	0.65	
1472.00	852.00	7.59	5.32	1.01	0.49	-0.27	0.81	
1535.00	852.00	10.16	5.26	0.49	0.46	-0.25	0.74	
1598.00	852.00	12.81	5.10	-0.71	0.48	-0.23	0.81	
1661.00	852.00	15.57	4.85	-2.52	0.32	-0.18	0.60	
1724.00	852.00	18.50	4.45	-5.24	0.10	-0.08	0.42	
1787.00	852.00	21.45	4.15	-7.44	-0.17	-0.01	-0.03	
968.00	915.00	-12.85	2.45	-0.77	0.30	-0.06	0.01	
1031.00	915.00	-10.21	2.61	0.32	0.37	-0.06	0.07	
1094.00	915.00	-7.60	2.84	1.43	0.34	-0.10	0.14	
1157.00	915.00	-5.07	2.85	1.35	0.32	-0.14	0.39	
1220.00	915.00	-2.55	2.71	0.66	0.36	-0.19	0.46	
1283.00	915.00	-0.00	2.65	0.32	0.39	-0.23	0.58	
1346.00	915.00	2.54	2.71	0.62	0.42	-0.24	0.67	
1409.00	915.00	5.07	2.78	1.05	0.35	-0.29	0.60	
1472.00	915.00	7.62	2.74	0.83	0.48	-0.33	0.82	
1535.00	915.00	10.21	2.65	0.21	0.47	-0.34	0.77	
1598.00	915.00	12.88	2.44	-1.08	0.27	-0.33	0.39	
1661.00	915.00	15.69	2.11	-3.28	0.09	-0.22	0.16	
1724.00	915.00	18.62	1.69	-5.78	0.01	-0.12	0.18	
1787.00	915.00	21.56	1.39	-7.77	-0.27	0.02	-0.40	
1031.00	978.00	-10.27	-0.05	-0.18	0.32	-0.04	0.07	
1094.00	978.00	-7.67	0.10	0.38	0.30	-0.08	0.20	
1157.00	978.00	-5.10	0.23	1.01	0.26	-0.14	0.29	
1220.00	978.00	-2.56	0.13	0.57	0.28	-0.19	0.40	
1283.00	978.00	0.00	0.00	0.00	0.33	-0.24	0.57	
1346.00	978.00	2.55	0.13	0.69	0.33	-0.28	0.60	
1409.00	978.00	5.10	0.16	0.85	0.36	-0.34	0.62	
1472.00	978.00	7.65	0.14	0.72	0.37	-0.37	0.61	
1535.00	978.00	10.25	0.05	0.19	0.33	-0.38	0.50	
1598.00	978.00	12.95	-0.22	-1.35	0.19	-0.35	0.28	
1661.00	978.00	15.81	-0.68	-3.89	0.09	-0.25	0.19	
1724.00	978.00	18.72	-1.08	-6.17	-0.10	-0.12	-0.19	
1787.00	978.00	21.67	-1.42	-8.10	-0.31	0.03	-0.65	
1031.00	1041.00	-10.29	-2.61	0.01	0.21	-0.05	0.05	
1094.00	1041.00	-7.70	-2.53	0.29	0.19	-0.07	0.06	
1157.00	1041.00	-5.12	-2.47	0.58	0.20	-0.13	0.19	
1220.00	1041.00	-2.57	-2.53	0.28	0.22	-0.18	0.36	
1283.00	1041.00	0.00	-2.53	0.33	0.25	-0.25	0.47	
1346.00	1041.00	2.55	-2.40	1.04	0.29	-0.32	0.55	
1409.00	1041.00	5.10	-2.35	1.23	0.33	-0.38	0.57	
1472.00	1041.00	7.67	-2.42	0.91	0.28	-0.43	0.44	
1535.00	1041.00	10.27	-2.52	0.38	0.23	-0.42	0.33	
1598.00	1041.00	13.00	-2.89	-1.46	0.19	-0.35	0.30	
1661.00	1041.00	15.90	-3.43	-4.30	0.23	-0.25	0.39	
1724.00	1041.00	18.80	-3.85	-6.35	-0.14	-0.08	-0.39	
1094.00	1104.00	-7.72	-5.13	0.35	0.11	-0.06	-0.00	
1157.00	1104.00	-5.14	-5.11	0.50	0.13	-0.12	0.11	
1220.00	1104.00	-2.57	-5.13	0.43	0.13	-0.18	0.22	
1283.00	1104.00	0.00	-5.12	0.54	0.16	-0.26	0.30	
1346.00	1104.00	2.55	-4.95	1.38	0.20	-0.37	0.36	
1409.00	1104.00	5.10	-4.85	1.77	0.22	-0.45	0.39	
1472.00	1104.00	7.68	-4.97	1.21	0.21	-0.49	0.32	
1535.00	1104.00	10.30	-5.12	0.45	0.18	-0.49	0.24	
1598.00	1104.00	13.04	-5.52	-1.42	0.20	-0.43	0.28	
1661.00	1104.00	15.93	-6.09	-4.05	0.11	-0.29	0.14	
1724.00	1104.00	18.87	-6.60	-6.36	-0.11	-0.11	-0.42	
1094.00	1167.00	-7.74	-7.76	0.44	-0.03	-0.06	-0.13	
1157.00	1167.00	-5.16	-7.81	0.20	0.02	-0.10	0.03	
1220.00	1167.00	-2.58	-7.84	0.14	0.04	-0.20	0.11	
1283.00	1167.00	0.00	-7.71	0.73	0.06	-0.31	0.12	
1346.00	1167.00	2.56	-7.53	1.57	0.11	-0.40	0.18	
1409.00	1167.00	5.11	-7.45	1.84	0.12	-0.47	0.15	
1472.00	1167.00	7.72	-7.66	0.98	0.08	-0.57	0.00	
1535.00	1167.00	10.37	-7.88	-0.03	0.04	-0.57	-0.06	
1598.00	1167.00	13.08	-8.21	-1.40	-0.02	-0.47	-0.10	
1661.00	1167.00	16.00	-8.84	-4.25	-0.01	-0.28	-0.17	
1094.00	1230.00	-7.75	-10.37	0.70	-0.15	-0.06	-0.20	
1157.00	1230.00	-5.17	-10.40	0.45	-0.10	-0.12	-0.11	
1220.00	1230.00	-2.58	-10.39	0.51	-0.07	-0.23	-0.08	
1283.00	1230.00	0.00	-10.26	1.05	-0.05	-0.34	-0.12	
1346.00	1230.00	2.57	-10.11	1.69	-0.02	-0.46	-0.05	
1409.00	1230.00	5.14	-10.11	1.73	-0.01	-0.52	-0.08	
1472.00	1230.00	7.71	-10.15	1.56	-0.01	-0.57	-0.25	
1535.00	1230.00	10.40	-10.53	0.04	-0.17	-0.54	-0.42	
1598.00	1230.00	13.21	-11.11	-2.37	-0.12	-0.45	-0.26	
1661.00	1230.00	16.06	-11.59	-4.32	0.01	-0.29	-0.19	
1031.00	1293.00	-10.35	-12.98	1.02	-0.23	-0.04	-0.21	
1094.00	1293.00	-7.76	-12.95	1.08	-0.26	-0.09	-0.27	
1157.00	1293.00	-5.16	-12.88	1.21	-0.23	-0.21	-0.27	
1220.00	1293.00	-2.58	-12.85	1.23	-0.17	-0.31	-0.30	
1283.00	1293.00	0.00	-12.79	1.53	-0.14	-0.40	-0.47	
1346.00	1293.00	2.58	-12.71	1.88	-0.12	-0.53	-0.41	
1409.00	1293.00	5.15	-12.74	1.78	-0.14	-0.61	-0.44	
1472.00	1293.00	7.76	-12.91	1.16	-0.16	-0.60	-0.52	
1535.00	1293.00	10.44	-13.23	-0.11	-0.25	-0.59	-0.58	
1598.00	1293.00	13.27	-13.89	-2.56	-0.06	-0.48	-0.25	
1661.00	1293.00	16.07	-14.24	-3.85	-0.17	-0.35	-0.69	
1031.00	1356.00	-10.36	-15.56	1.33	-0.39	-0.09	-0.38	
1094.00	1356.00	-7.74	-15.37	1.94	-0.36	-0.20	-0.39	
1157.00	1356.00	-5.15	-15.23	2.35	-0.26	-0.31	-0.33	
1220.00	1356.00	-2.57	-15.17	2.41	-0.27	-0.38	-0.54	
1283.00	1356.00	0.00	-15.24	2.28	-0.26	-0.49	-0.90	
1346.00	1356.00	2.57	-15.22	2.41	-0.23	-0.58	-0.87	
1409.00	1356.00	5.16	-15.34	2.01	-0.44	-0.67	-1.20	
1472.00	1356.00	7.79	-15.59	1.13	-0.43	-0.64	-1.10	
1535.00	1356.00	10.50	-16.00	-0.36	-0.49	-0.62	-1.08	
1598.00	1356.00	13.33	-16.65	-2.66	-0.37	-0.50	-0.90	
1661.00	1356.00	16.15	-17.08	-4.12	-0.22	-0.42	-0.86	
1031.00	1419.00	-10.37	-18.08	1.82	-0.48	-0.17	-0.49	
1094.00	1419.00	-7.72	-17.74	2.84	-0.36	-0.31	-0.45	
1157.00	1419.00	-5.13	-17.57	3.43	-0.29	-0.42	-0.50	
1220.00	1419.00	-2.57	-17.63	3.28	-0.32	-0.49	-0.81	
1283.00	1419.00	0.00	-17.61	3.32	-0.32	-0.61	-1.19	
1346.00	1419.00	2.57	-17.72	3.01	-0.41	-0.66	-1.44	
1409.00	1419.00	5.18	-17.96	2.23	-0.58	-0.65	-1.68	
1472.00	1419.00	7.82	-18.28	1.19	-0.70	-0.62	-1.75	
1535.00	1419.00	10.54	-18.72	-0.31	-0.76	-0.59	-1.64	
1598.00	1419.00	13.35	-19.32	-2.39	-0.59	-0.49	-1.30	
1661.00	1419.00	16.18	-19.75	-3.78	-0.35	-0.49	-1.17	
968.00	1482.00	-12.95	-20.58	2.52	-0.54	-0.18	-0.62	
1031.00	1482.00	-10.38	-20.68	2.16	-0.54	-0.26	-0.67	
1094.00	1482.00	-7.73	-20.35	3.12	-0.42	-0.36	-0.65	
1157.00	1482.00	-5.14	-20.26	3.49	-0.37	-0.46	-0.85	
1220.00	1482.00	-2.57	-20.21	3.58	-0.39	-0.52	-1.21	
1283.00	1482.00	-0.00	-20.12	3.92	-0.38	-0.65	-1.48	
1346.00	1482.00	2.57	-20.22	3.59	-0.56	-0.68	-1.89	
1409.00	1482.00	5.17	-20.46	2.90	-0.78	-0.64	-2.22	
1472.00	1482.00	7.82	-20.77	1.81	-0.87	-0.58	-2.20	
1535.00	1482.00	10.56	-21.37	-0.09	-0.94	-0.53	-2.08	
1598.00	1482.00	13.36	-21.96	-1.91	-0.83	-0.57	-1.82	
1661.00	1482.00	16.25	-22.58	-3.88	-0.36	-0.40	-1.27	
1724.00	1482.00	19.10	-22.96	-5.05	-0.08	-0.23	-0.97	
968.00	1545.00	-12.96	-23.13	2.99	-0.66	-0.23	-0.82	
1031.00	1545.00	-10.40	-23.28	2.45	-0.65	-0.30	-0.85	
1094.00	1545.00	-7.76	-23.07	3.13	-0.59	-0.35	-0.97	
1157.00	1545.00	-5.17	-23.10	3.03	-0.59	-0.40	-1.31	
1220.00	1545.00	-2.58	-23.07	3.10	-0.59	-0.48	-1.63	
1283.00	1545.00	0.00	-23.04	3.20	-0.73	-0.62	-2.20	
1346.00	1545.00	2.59	-22.98	3.47	-0.81	-0.69	-2.43	
1409.00	1545.00	5.18	-23.01	3.29	-0.92	-0.65	-2.60	
1472.00	1545.00	7.84	-23.50	1.86	-1.06	-0.65	-2.54	
1535.00	1545.00	10.58	-24.05	0.15	-1.10	-0.60	-2.39	
1598.00	1545.00	13.43	-24.82	-2.16	-0.84	-0.53	-1.98	
1661.00	1545.00	16.36	-25.57	-4.33	-0.47	-0.40	-1.53	
1724.00	1545.00	19.23	-25.94	-5.52	-0.12	-0.29	-0.99	
968.00	1608.00	-12.95	-25.62	3.62	-0.71	-0.28	-0.95	
1031.00	1608.00	-10.39	-25.82	3.03	-0.67	-0.32	-0.95	
1094.00	1608.00	-7.77	-25.62	3.57	-0.63	-0.34	-1.10	
1157.00	1608.00	-5.19	-25.76	3.17	-0.67	-0.38	-1.50	
1220.00	1608.00	-2.59	-25.85	2.92	-0.77	-0.44	-2.03	
1283.00	1608.00	0.01	-25.79	3.11	-0.80	-0.48	-2.46	
1346.00	1608.00	2.60	-25.77	3.21	-0.92	-0.55	-2.79	
1409.00	1608.00	5.22	-25.93	2.76	-1.05	-0.58	-2.93	
1472.00	1608.00	7.88	-26.30	1.72	-1.13	-0.50	-2.88	
1535.00	1608.00	10.63	-26.90	0.02	-1.09	-0.50	-2.63	
1598.00	1608.00	13.49	-27.67	-2.19	-0.74	-0.42	-2.03	
1661.00	1608.00	16.44	-28.47	-4.53	-0.34	-0.33	-1.45	
1724.00	1608.00	19.33	-28.89	-5.72	-0.16	-0.29	-1.10	
905.00	1671.00	-15.59	-28.32	3.77	-0.60	-0.23	-0.90	
968.00	1671.00	-12.95	-28.16	4.16	-0.71	-0.32	-1.05	
1031.00	1671.00	-10.38	-28.29	3.75	-0.67	-0.33	-1.05	
1094.00	1671.00	-7.77	-28.19	4.05	-0.64	-0.32	-1.21	
1157.00	1671.00	-5.19	-28.33	3.66	-0.69	-0.34	-1.61	
1220.00	1671.00	-2.59	-28.39	3.49	-0.75	-0.37	-2.05	
1283.00	1671.00	0.01	-28.35	3.62	-0.81	-0.41	-2.51	
1346.00	1671.00	2.61	-28.41	3.46	-0.89	-0.40	-2.77	
1409.00	1671.00	5.24	-28.64	2.88	-1.05	-0.43	-2.94	
1472.00	1671.00	7.91	-29.02	1.88	-1.11	-0.42	-2.89	
1535.00	1671.00	10.65	-29.60	0.32	-1.02	-0.41	-2.60	
1598.00	1671.00	13.52	-30.41	-1.94	-0.69	-0.34	-2.00	
1661.00	1671.00	16.46	-31.20	-4.10	-0.36	-0.29	-1.48	
1724.00	1671.00	19.37	-31.69	-5.42	-0.14	-0.25	-1.11	
905.00	1734.00	-15.60	-30.90	4.18	-0.57	-0.25	-0.99	
968.00	1734.00	-12.94	-30.66	4.87	-0.67	-0.33	-1.13	
1031.00	1734.00	-10.37	-30.77	4.51	-0.65	-0.33	-1.12	
1094.00	1734.00	-7.77	-30.69	4.71	-0.62	-0.30	-1.27	
1157.00	1734.00	-5.19	-30.80	4.41	-0.64	-0.29	-1.60	
1220.00	1734.00	-2.59	-30.81	4.38	-0.67	-0.29	-1.96	
1283.00	1734.00	0.01	-30.80	4.42	-0.70	-0.27	-2.27	
1346.00	1734.00	2.61	-30.93	4.12	-0.81	-0.26	-2.54	
1409.00	1734.00	5.24	-31.22	3.39	-0.92	-0.28	-2.63	
1472.00	1734.00	7.91	-31.61	2.42	-0.98	-0.29	-2.62	
1535.00	1734.00	10.64	-32.14	1.04	-0.92	-0.29	-2.41	
1598.00	1734.00	13.50	-32.95	-1.06	-0.65	-0.24	-1.87	
